,model,sentence,correct,txt,sent_type
670,o1-preview,While the orchestra performed the symphony played on the radio.,True,"1. The orchestra performed.
2. The symphony played on the radio.",GP_prob
671,o1-preview,While the orchestra performed the newsflash played on the radio.,True,"Splitted:
1. The orchestra performed.
2. The newsflash played on the radio.",GP_improb
672,o1-preview,While the bridesmaid ordered the dress got delivered.,True,"1. The bridesmaid ordered.
2. The dress got delivered.",GP_prob
673,o1-preview,While the bridesmaid ordered the tractor got delivered.,True,"Splitted: 
1. The bridesmaid ordered.
2. The tractor got delivered.",GP_improb
674,o1-preview,While Susan wrote the letter fell off the table.,True,"Splitted:
1. Susan wrote.
2. The letter fell off the table.",GP_prob
675,o1-preview,While Susan wrote the Bible fell off the table.,True,"Splitted:
1. Susan wrote.
2. The Bible fell off the table.",GP_improb
676,o1-preview,While the farmer steered the tractor pulled the car.,True,"Splitted:
1. The farmer steered.
2. The tractor pulled the car.",GP_prob
677,o1-preview,While the farmer steered the tank pulled the car.,True,"Splitted:
1. The farmer steered the tank.
2. The tank pulled the car.",GP_improb
678,o1-preview,While the lawyer studied the contract lay on the roll-top desk.,True,"Splitted:
1. The lawyer studied the contract.
2. The contract lay on the roll-top desk.",GP_prob
679,o1-preview,While the lawyer studied the cat lay on the roll-top desk.,True,"Splitted:
1. The lawyer studied.
2. The cat lay on the roll-top desk.",GP_improb
680,o1-preview,While the clown juggled the balls fell on the ground.,True,"Splitted:
1. The clown juggled.
2. The balls fell on the ground.",GP_prob
681,o1-preview,While the clown juggled the cats fell on the ground.,True,"Splitted: 
1. The clown juggled. 
2. The cats fell on the ground.",GP_improb
682,o1-preview,While Anne vacuumed the rug lost its colors.,True,"Splitted:
1. Anne vacuumed.
2. The rug lost its colors.",GP_prob
683,o1-preview,While Anne vacuumed the chameleon lost its colors.,True,"Splitted:
1. Anne vacuumed.
2. The chameleon lost its colors.",GP_improb
684,gpt-4,The memo neared completion while the secretary typed.,True,"Splitted: 
1. The memo neared completion. 
2. The secretary typed.",nonGP_prob
685,gpt-4,The drawing neared completion while the secretary typed.,True,"Splitted: 
1. The drawing neared completion. 
2. The secretary typed.",nonGP_improb
686,gpt-4,The canoe headed toward a waterfall while the explorer paddled.,True,"Splitted: 
1. The canoe headed toward a waterfall. 
2. The explorer paddled.",nonGP_prob
687,gpt-4,The yacht headed toward a waterfall while the explorer paddled.,True,"Splitted: 
1. The yacht headed toward a waterfall. 
2. The explorer paddled.",nonGP_improb
688,gpt-4,The horse sweated profusely while the cowboy rode.,True,"Splitted: 
1. The horse sweated profusely.
2. The cowboy rode.",nonGP_prob
689,gpt-4,The leopard sweated profusely while the cowboy rode.,True,"Splitted: 
1. The leopard sweated profusely. 
2. The cowboy rode.",nonGP_improb
690,gpt-4,The hot dog began to burn while Tom grilled.,True,"Splitted: 
1. The hot dog began to burn. 
2. Tom was grilling.",nonGP_prob
691,gpt-4,The barn began to burn while Tom grilled.,True,"Splitted: 
1. The barn began to burn. 
2. Tom grilled.",nonGP_improb
692,gpt-4,The building represented modern times style while the architect drew.,True,"Splitted: 
1. The building represented modern times style. 
2. The architect drew.",nonGP_prob
693,gpt-4,The melody represented modern times style while the architect drew.,True,"Splitted: 
1. The melody represented modern times style. 
2. The architect drew.",nonGP_improb
694,gpt-4,The soup boiled over while the chef stirred.,True,"Splitted: 
1. The soup boiled over.
2. The chef stirred.",nonGP_prob
695,gpt-4,The acid boiled over while the chef stirred.,True,"Splitted: 
1. The acid boiled over.
2. The chef stirred.",nonGP_improb
696,gpt-4,The tunnel echoed with mysterious sounds while the tourist explored.,True,"Splitted: 
1. The tunnel echoed with mysterious sounds. 
2. The tourist explored the tunnel.",nonGP_prob
697,gpt-4,The trunk echoed with mysterious sounds while the tourist explored.,True,"Splitted: 
1. The trunk echoed with mysterious sounds. 
2. The tourist explored.",nonGP_improb
698,gpt-4,The water spilled on the floor while the woman drank.,True,"Splitted: 
1. The water spilled on the floor. 
2. The woman drank.",nonGP_prob
699,gpt-4,The mud spilled on the floor while the woman drank.,True,"Splitted: 
1. The mud spilled on the floor. 
2. The woman drank.",nonGP_improb
700,gpt-4,The frog kicked vigorously while the snake swallowed.,True,"Splitted: 
1. The frog kicked vigorously. 
2. The snake swallowed.",nonGP_prob
701,gpt-4,The hippo kicked vigorously while the snake swallowed.,True,"Splitted: 
1. The hippo kicked vigorously. 
2. The snake swallowed.",nonGP_improb
702,gpt-4,The baboon screamed in terror while the lion attacked.,True,"Splitted: 
1. The baboon screamed in terror. 
2. The lion attacked.",nonGP_prob
703,gpt-4,The penguin screamed in terror while the lion attacked.,True,"Splitted: 
1. The penguin screamed in terror. 
2. The lion attacked.",nonGP_improb
704,gpt-4,The picture tipped over while the maid dusted.,True,"Splitted: 
1. The picture tipped over. 
2. The maid was dusting.",nonGP_prob
705,gpt-4,The cow tipped over while the maid dusted.,True,"Splitted: 
1. The cow tipped over.
2. The maid dusted.",nonGP_improb
706,gpt-4,The children formed a line while the teacher counted.,True,"Splitted: 
1. The children formed a line.
2. The teacher counted.",nonGP_prob
707,gpt-4,The ants formed a line while the teacher counted.,True,"Splitted: 
1. The ants formed a line. 
2. The teacher counted.",nonGP_improb
708,gpt-4,The challenger stumbled and fell while the champion raced.,True,"Splitted: 
1. The challenger stumbled and fell. 
2. The champion raced.",nonGP_prob
709,gpt-4,The spectator stumbled and fell while the champion raced.,True,"Splitted: 
1. The spectator stumbled and fell.
2. The champion raced.",nonGP_improb
710,gpt-4,The violin went out of tune while jerry played.,True,"Splitted: 
1. The violin went out of tune. 
2. Jerry played the violin.",nonGP_prob
711,gpt-4,The speakers went out of tune while jerry played.,True,"Splitted: 
1. The speakers went out of tune. 
2. Jerry played.",nonGP_improb
712,gpt-4,The rainbow slowly faded outside while the girl painted.,True,"Splitted: 
1. The rainbow slowly faded outside. 
2. The girl painted.",nonGP_prob
713,gpt-4,The music slowly faded outside while the girl painted.,True,"Splitted: 
1. The music slowly faded outside. 
2. The girl painted.",nonGP_improb
714,gpt-4,The van bumped the curb while Kendra parked.,True,"Splitted: 
1. The van bumped the curb. 
2. Kendra was parking.",nonGP_prob
715,gpt-4,The horse bumped the curb while Kendra parked.,True,"Splitted: 
1. The horse bumped the curb. 
2. Kendra was parking.",nonGP_improb
716,gpt-4,The dog stood in the yard while Angela cleaned.,True,"Splitted: 
1. The dog stood in the yard. 
2. Angela cleaned.",nonGP_prob
717,gpt-4,The mailman stood in the yard while Angela cleaned.,True,"Splitted: 
1. The mailman stood in the yard. 
2. Angela cleaned.",nonGP_improb
718,gpt-4,The pipe glowed brightly while the sailor smoked.,True,"Splitted: 
1. The pipe glowed brightly.
2. The sailor smoked.",nonGP_prob
719,gpt-4,The firefly glowed brightly while the sailor smoked.,True,"Splitted: 
1. The firefly glowed brightly.
2. The sailor smoked.",nonGP_improb
720,gpt-4,The dancer blocked the sidewalk while the tourist filmed.,True,"Splitted: 
1. The dancer blocked the sidewalk. 
2. The tourist filmed.",nonGP_prob
721,gpt-4,The trashbags blocked the sidewalk while the tourist filmed.,True,"Splitted: 
1. The trashbags blocked the sidewalk. 
2. The tourist filmed.",nonGP_improb
722,gpt-4,The opponent shouted insults while the athlete wrestled.,True,"Splitted: 
1. The opponent shouted insults.
2. The athlete wrestled.",nonGP_prob
723,gpt-4,The audience shouted insults while the athlete wrestled.,True,"Splitted: 
1. The audience shouted insults. 
2. The athlete wrestled.",nonGP_improb
724,gpt-4,The enemy retreated while the warrior fought.,True,"Splitted: 
1. The enemy retreated. 
2. The warrior fought.",nonGP_prob
725,gpt-4,The rhino retreated while the warrior fought.,True,"Splitted: 
1. The rhino retreated. 
2. The warrior fought.",nonGP_improb
726,gpt-4,The steak fell to the floor while Harry chewed.,True,"Splitted: 
1. The steak fell to the floor. 
2. Harry chewed.",nonGP_prob
727,gpt-4,The book fell to the floor while Harry chewed.,True,"Splitted: 
1. The book fell to the floor. 
2. Harry chewed.",nonGP_improb
728,gpt-4,The turkey sat on the table while Bill ate.,True,"Splitted: 
1. The turkey sat on the table. 
2. Bill ate.",nonGP_prob
729,gpt-4,The baby sat on the table while Bill ate.,True,"Splitted: 
1. The baby sat on the table. 
2. Bill ate.",nonGP_improb
730,gpt-4,The bread rose in the oven while Janet baked.,True,"Splitted: 
1. The bread rose in the oven. 
2. Janet baked.",nonGP_prob
731,gpt-4,The pressure rose in the oven while Janet baked.,True,"Splitted: 
1. The pressure rose in the oven.
2. Janet baked.",nonGP_improb
732,gpt-4,The team left the restaurant while the public cheered.,True,"Splitted: 
1. The team left the restaurant. 
2. The public cheered.",nonGP_prob
733,gpt-4,The rats left the restaurant while the public cheered.,True,"Splitted: 
1. The rats left the restaurant. 
2. The public cheered.",nonGP_improb
734,gpt-4,The floor was filled with stains while the cleaner mopped.,True,"Splitted: 
1. The floor was filled with stains. 
2. The cleaner mopped.",nonGP_prob
735,gpt-4,The ceiling was filled with stains while the cleaner mopped.,True,"Splitted: 
1. The ceiling was filled with stains. 
2. The cleaner mopped.",nonGP_improb
736,gpt-4,The meal impressed the couple while the chef cooked.,True,"Splitted: 
1. The meal impressed the couple. 
2. The chef cooked.",nonGP_prob
737,gpt-4,The cat impressed the couple while the chef cooked.,True,"Splitted: 
1. The cat impressed the couple. 
2. The chef cooked.",nonGP_improb
738,gpt-4,The homework waited on the table while the child finished.,True,"Splitted: 
1. The homework waited on the table. 
2. The child finished.",nonGP_prob
739,gpt-4,The tax forms waited on the table while the child finished.,True,"Splitted: 
1. The tax forms waited on the table. 
2. The child finished.",nonGP_improb
740,gpt-4,The sweater sold to the highest bidder while the student knitted.,True,"Splitted:
1. The sweater sold to the highest bidder. 
2. The student knitted.",nonGP_prob
741,gpt-4,The painting sold to the highest bidder while the student knitted.,True,"Splitted: 
1. The painting sold to the highest bidder. 
2. The student knitted.",nonGP_improb
742,gpt-4,The comet lit up the room while the astronomer observed.,True,"Splitted: 
1. The comet lit up the room.
2. The astronomer observed.",nonGP_prob
743,gpt-4,The lightbulb lit up the room while the astronomer observed.,True,"Splitted: 
1. The lightbulb lit up the room.
2. The astronomer observed.",nonGP_improb
744,gpt-4,The game bored the children while the players started.,True,"Splitted: 
1. The game bored the children. 
2. The players started.",nonGP_prob
745,gpt-4,The lesson bored the children while the players started.,True,"Splitted: 
1. The lesson bored the children. 
2. The players started.",nonGP_improb
746,gpt-4,The students looked at the board while the professor taught.,True,"Splitted: 
1. The students looked at the board. 
2. The professor taught.",nonGP_prob
747,gpt-4,The puppies looked at the board while the professor taught.,True,"Splitted: 
1. The puppies looked at the board.
2. The professor taught.",nonGP_improb
748,gpt-4,The melody echoed through the hall while the pianist practiced.,True,"Splitted: 
1. The melody echoed through the hall. 
2. The pianist practiced.",nonGP_prob
749,gpt-4,The vacuum echoed through the hall while the pianist practiced.,True,"Splitted: 
1. The vacuum echoed through the hall. 
2. The pianist practiced.",nonGP_improb
750,gpt-4,The bar buzzed with activity while the couple left.,True,"Splitted: 
1. The bar buzzed with activity. 
2. The couple left.",nonGP_prob
751,gpt-4,The hive buzzed with activity while the couple left.,True,"Splitted: 
1. The hive buzzed with activity.
2. The couple left.",nonGP_improb
752,gpt-4,The tomatoes hanged on the vine while the gardener harvested.,True,"Splitted:
1. The tomatoes hanged on the vine.
2. The gardener harvested.",nonGP_prob
753,gpt-4,The chrysalis hanged on the vine while the gardener harvested.,True,"Splitted: 
1. The chrysalis hanged on the vine.
2. The gardener harvested.",nonGP_improb
754,gpt-4,The cart moved silently while the horse pulled.,True,"Splitted: 
1. The cart moved silently.
2. The horse pulled the cart.",nonGP_prob
755,gpt-4,The submarine moved silently while the horse pulled.,True,"Splitted: 
1. The submarine moved silently.
2. The horse pulled.",nonGP_improb
756,gpt-4,The child giggled with delight while Jim bathed.,True,"Splitted: 
1. The child giggled with delight. 
2. Jim bathed.",GP_reflexive
757,gpt-4,The baboons sat in the grass while the chimps groomed.,True,"Splitted: 
1. The baboons sat in the grass. 
2. The chimps groomed.",GP_reflexive
758,gpt-4,The car sat in the driveway while Frank dried off.,False,"Splitted: 
1. The car sat in the driveway. 
2. Frank dried off.",nonGP_reflexive
759,gpt-4,The neighbor coughed loudly while Betty woke up.,False,"Splitted: 
1. The neighbor coughed loudly. 
2. Betty woke up.",nonGP_reflexive
760,gpt-4,The jewelry sparkled brightly while the thief hid.,False,"Splitted: 
1. The jewelry sparkled brightly. 
2. The thief hid.",GP_reflexive
761,gpt-4,The baby spit up on the bed while Anna dressed.,False,"Splitted: 
1. The baby spit up on the bed. 
2. Anna dressed.",GP_reflexive
762,gpt-4,The dog barked loudly while the boy washed.,False,"Splitted: 
1. The dog barked loudly. 
2. The boy washed.",nonGP_reflexive
763,gpt-4,The horse stood in the stall while the jockey settled down.,False,"Splitted: 
1. The horse stood in the stall. 
2. The jockey settled down.",nonGP_reflexive
764,gpt-4,The baby cried softly while the mother undressed.,False,"Splitted: 
1. The baby cried softly. 
2. The mother undressed.",GP_reflexive
765,gpt-4,The patient watched TV while the nurse shaved.,False,"Splitted: 
1. The patient watched TV.
2. The nurse shaved.",GP_reflexive
766,gpt-4,The cat stared at the dog while the girl scratched.,False,"Splitted: 
1. The cat stared at the dog.
2. The girl scratched.",nonGP_reflexive
767,gpt-4,The children sat on the bed while the mother calmed down.,False,"Splitted: 
1. The children sat on the bed. 
2. The mother calmed down.",nonGP_reflexive
768,gpt-4,The painting stood the test of time while the artist changed.,False,"Splitted: 
1. The painting stood the test of time. 
2. The artist changed.",GP_reflexive
769,gpt-4,The tomatoes invaded the garden while the child grew.,False,"Splitted: 
1. The tomatoes invaded the garden.
2. The child grew.",GP_reflexive
770,gpt-4,The ball kept moving across the room while the toddler rolled.,False,"Splitted: 
1. The ball kept moving across the room. 
2. The toddler rolled.",nonGP_reflexive
771,gpt-4,The wheel made weird noises while the mechanic turned.,False,"Splitted: 
1. The wheel made weird noises. 
2. The mechanic turned.",nonGP_reflexive
772,gpt-4,The river stayed warm while the ice cap shrank.,False,"Splitted: 
1. The river stayed warm. 
2. The ice cap shrank.",GP_reflexive
773,gpt-4,The bat fell on the road while the gymnast swung.,False,"Splitted: 
1. The bat fell on the road. 
2. The gymnast swung.",GP_reflexive
774,gpt-4,The athletes started the game while Bill trained.,False,"Splitted: 
1. The athletes started the game. 
2. Bill trained.",nonGP_reflexive
775,gpt-4,The bone went bad while the dog moved.,False,"Splitted: 
1. The bone went bad.
2. The dog moved.",nonGP_reflexive
776,gpt-4,The valley kept on living quietly while the river flooded.,False,"Splitted: 
1. The valley kept on living quietly. 
2. The river flooded.",GP_reflexive
777,gpt-4,The window moved on its axis while the log broke.,False,"Splitted: 
1. The window moved on its axis. 
2. The log broke.",GP_reflexive
778,gpt-4,The fire warmed the children while the match lit.,False,"Splitted: 
1. The fire warmed the children. 
2. The match lit.",nonGP_reflexive
779,gpt-4,The boat was stranded in the ocean while the wave crashed.,False,"Splitted: 
1. The boat was stranded in the ocean.
2. The wave crashed.",nonGP_reflexive
780,gpt-4,The deer ran into the woods while the man hunted.,True,"Splitted: 
1. The deer ran into the woods. 
2. The man hunted.",nonGP_prob
781,gpt-4,The child ran into the woods while the man hunted.,True,"Splitted: 
1. The child ran into the woods. 
2. The man hunted.",nonGP_improb
782,gpt-4,The boat veered off course while the skipper sailed.,True,"Splitted: 
1. The boat veered off course. 
2. The skipper sailed.",nonGP_prob
783,gpt-4,The car veered off course while the skipper sailed.,True,"Splitted: 
1. The car veered off course.
2. The skipper sailed.",nonGP_improb
784,gpt-4,The symphony played on the radio while the orchestra performed.,True,"Splitted: 
1. The symphony played on the radio.
2. The orchestra performed.",nonGP_prob
785,gpt-4,The newsflash played on the radio while the orchestra performed.,True,"Splitted: 
1. The newsflash played on the radio. 
2. The orchestra performed.",nonGP_improb
786,gpt-4,The dress got delivered while the bridesmaid ordered.,True,"Splitted: 
1. The dress got delivered. 
2. The bridesmaid ordered.",nonGP_prob
787,gpt-4,The tractor got delivered while the bridesmaid ordered.,True,"Splitted: 
1. The tractor got delivered. 
2. The bridesmaid ordered.",nonGP_improb
788,gpt-4,The letter fell off the table while Susan wrote.,True,"Splitted: 
1. The letter fell off the table. 
2. Susan was writing.",nonGP_prob
789,gpt-4,The Bible fell off the table while Susan wrote.,True,"Splitted: 
1. The Bible fell off the table. 
2. Susan wrote.",nonGP_improb
790,gpt-4,The tractor pulled the car while the farmer steered.,True,"Splitted: 
1. The tractor pulled the car. 
2. The farmer steered.",nonGP_prob
791,gpt-4,The tank pulled the car while the farmer steered.,True,"Splitted: 
1. The tank pulled the car. 
2. The farmer steered.",nonGP_improb
792,gpt-4,The contract lay on the roll-top desk while the lawyer studied.,True,"Splitted: 
1. The contract lay on the roll-top desk. 
2. The lawyer was studying.",nonGP_prob
793,gpt-4,The cat lay on the roll-top desk while the lawyer studied.,True,"Splitted: 
1. The cat lay on the roll-top desk. 
2. The lawyer studied.",nonGP_improb
794,gpt-4,The balls fell on the ground while the clown juggled.,True,"Splitted: 
1. The balls fell on the ground. 
2. The clown juggled.",nonGP_prob
795,gpt-4,The cats fell on the ground while the clown juggled.,True,"Splitted: 
1. The cats fell on the ground. 
2. The clown juggled.",nonGP_improb
796,gpt-4,The rug lost its colors while Anne vacuumed.,True,"Splitted: 
1. The rug lost its colors. 
2. Anne vacuumed.",nonGP_prob
797,gpt-4,The chameleon lost its colors while Anne vacuumed.,True,"Splitted: 
1. The chameleon lost its colors. 
2. Anne vacuumed.",nonGP_improb
798,gpt-4-turbo,The memo neared completion while the secretary typed.,True,"Splitted: 
1. The memo neared completion.
2. The secretary typed.",nonGP_prob
799,gpt-4-turbo,The drawing neared completion while the secretary typed.,True,"Splitted:
1. The drawing neared completion.
2. The secretary typed.",nonGP_improb
800,gpt-4-turbo,The canoe headed toward a waterfall while the explorer paddled.,True,"Splitted: 
1. The canoe headed toward a waterfall.
2. The explorer paddled.",nonGP_prob
801,gpt-4-turbo,The yacht headed toward a waterfall while the explorer paddled.,True,"Splitted:
1. The yacht headed toward a waterfall.
2. The explorer paddled.",nonGP_improb
802,gpt-4-turbo,The horse sweated profusely while the cowboy rode.,True,"Splitted:
1. The horse sweated profusely.
2. The cowboy rode.",nonGP_prob
803,gpt-4-turbo,The leopard sweated profusely while the cowboy rode.,True,"Splitted: 
1. The leopard sweated profusely.
2. The cowboy rode.",nonGP_improb
804,gpt-4-turbo,The hot dog began to burn while Tom grilled.,True,"Splitted:
1. The hot dog began to burn.
2. Tom grilled.",nonGP_prob
805,gpt-4-turbo,The barn began to burn while Tom grilled.,True,"Splitted:
1. The barn began to burn.
2. Tom grilled.",nonGP_improb
806,gpt-4-turbo,The building represented modern times style while the architect drew.,True,"Splitted: 
1. The building represented modern times style.
2. The architect drew.",nonGP_prob
807,gpt-4-turbo,The melody represented modern times style while the architect drew.,True,"Splitted:
1. The melody represented modern times style.
2. The architect drew.",nonGP_improb
808,gpt-4-turbo,The soup boiled over while the chef stirred.,True,"Splitted:
1. The soup boiled over.
2. The chef stirred.",nonGP_prob
809,gpt-4-turbo,The acid boiled over while the chef stirred.,True,"Splitted:
1. The acid boiled over.
2. The chef stirred.",nonGP_improb
810,gpt-4-turbo,The tunnel echoed with mysterious sounds while the tourist explored.,True,"Splitted: 
1. The tunnel echoed with mysterious sounds.
2. The tourist explored the tunnel.",nonGP_prob
811,gpt-4-turbo,The trunk echoed with mysterious sounds while the tourist explored.,True,"Splitted:
1. The trunk echoed with mysterious sounds.
2. The tourist explored.",nonGP_improb
812,gpt-4-turbo,The water spilled on the floor while the woman drank.,True,"Splitted: 
1. The water spilled on the floor.
2. The woman drank.",nonGP_prob
813,gpt-4-turbo,The mud spilled on the floor while the woman drank.,True,"Splitted: 
1. The mud spilled on the floor.
2. The woman drank.",nonGP_improb
814,gpt-4-turbo,The frog kicked vigorously while the snake swallowed.,True,"Splitted:
1. The frog kicked vigorously.
2. The snake swallowed.",nonGP_prob
815,gpt-4-turbo,The hippo kicked vigorously while the snake swallowed.,True,"Splitted:
1. The hippo kicked vigorously.
2. The snake swallowed.",nonGP_improb
816,gpt-4-turbo,The baboon screamed in terror while the lion attacked.,True,"1. The baboon screamed in terror.
2. The lion attacked.",nonGP_prob
817,gpt-4-turbo,The penguin screamed in terror while the lion attacked.,True,"Splitted: 
1. The penguin screamed in terror.
2. The lion attacked.",nonGP_improb
818,gpt-4-turbo,The picture tipped over while the maid dusted.,True,"Splitted: 
1. The picture tipped over.
2. The maid dusted.",nonGP_prob
819,gpt-4-turbo,The cow tipped over while the maid dusted.,True,"Splitted: 
1. The cow tipped over.
2. The maid dusted.",nonGP_improb
820,gpt-4-turbo,The children formed a line while the teacher counted.,True,"Splitted: 
1. The children formed a line.
2. The teacher counted.",nonGP_prob
821,gpt-4-turbo,The ants formed a line while the teacher counted.,True,"Splitted: 
1. The ants formed a line.
2. The teacher counted.",nonGP_improb
822,gpt-4-turbo,The challenger stumbled and fell while the champion raced.,True,"Splitted:
1. The challenger stumbled and fell.
2. The champion raced.",nonGP_prob
823,gpt-4-turbo,The spectator stumbled and fell while the champion raced.,True,"Splitted:
1. The spectator stumbled and fell.
2. The champion raced.",nonGP_improb
824,gpt-4-turbo,The violin went out of tune while jerry played.,True,"Splitted: 
1. The violin went out of tune.
2. Jerry played the violin.",nonGP_prob
825,gpt-4-turbo,The speakers went out of tune while jerry played.,True,"Splitted:
1. The speakers went out of tune.
2. Jerry played.",nonGP_improb
826,gpt-4-turbo,The rainbow slowly faded outside while the girl painted.,True,"Splitted: 
1. The rainbow slowly faded outside.
2. The girl painted.",nonGP_prob
827,gpt-4-turbo,The music slowly faded outside while the girl painted.,True,"Splitted: 
1. The music slowly faded outside. 
2. The girl painted.",nonGP_improb
828,gpt-4-turbo,The van bumped the curb while Kendra parked.,True,"Splitted:
1. The van bumped the curb.
2. Kendra parked.",nonGP_prob
829,gpt-4-turbo,The horse bumped the curb while Kendra parked.,True,"Splitted:
1. The horse bumped the curb. 
2. Kendra parked.",nonGP_improb
830,gpt-4-turbo,The dog stood in the yard while Angela cleaned.,True,"Splitted:
1. The dog stood in the yard.
2. Angela cleaned.",nonGP_prob
831,gpt-4-turbo,The mailman stood in the yard while Angela cleaned.,True,"Splitted: 
1. The mailman stood in the yard. 
2. Angela cleaned.",nonGP_improb
832,gpt-4-turbo,The pipe glowed brightly while the sailor smoked.,True,"Splitted: 
1. The pipe glowed brightly.
2. The sailor smoked.",nonGP_prob
833,gpt-4-turbo,The firefly glowed brightly while the sailor smoked.,True,"Splitted: 
1. The firefly glowed brightly. 
2. The sailor smoked.",nonGP_improb
834,gpt-4-turbo,The dancer blocked the sidewalk while the tourist filmed.,True,"Splitted:
1. The dancer blocked the sidewalk.
2. The tourist filmed.",nonGP_prob
835,gpt-4-turbo,The trashbags blocked the sidewalk while the tourist filmed.,True,"Splitted:
1. The trashbags blocked the sidewalk.
2. The tourist filmed.",nonGP_improb
836,gpt-4-turbo,The opponent shouted insults while the athlete wrestled.,True,"Splitted: 
1. The opponent shouted insults.
2. The athlete wrestled.",nonGP_prob
837,gpt-4-turbo,The audience shouted insults while the athlete wrestled.,True,"Splitted:  
1. The audience shouted insults.  
2. The athlete wrestled.",nonGP_improb
838,gpt-4-turbo,The enemy retreated while the warrior fought.,True,"Splitted: 
1. The enemy retreated.
2. The warrior fought.",nonGP_prob
839,gpt-4-turbo,The rhino retreated while the warrior fought.,True,"Splitted:
1. The rhino retreated.
2. The warrior fought.",nonGP_improb
840,gpt-4-turbo,The steak fell to the floor while Harry chewed.,True,"Splitted:
1. The steak fell to the floor.
2. Harry chewed.",nonGP_prob
841,gpt-4-turbo,The book fell to the floor while Harry chewed.,True,"Splitted: 
1. The book fell to the floor.
2. Harry chewed.",nonGP_improb
842,gpt-4-turbo,The turkey sat on the table while Bill ate.,True,"Splitted:  
1. The turkey sat on the table.  
2. Bill ate.",nonGP_prob
843,gpt-4-turbo,The baby sat on the table while Bill ate.,True,"Splitted:
1. The baby sat on the table.
2. Bill ate.",nonGP_improb
844,gpt-4-turbo,The bread rose in the oven while Janet baked.,True,"Splitted: 
1. The bread rose in the oven.
2. Janet baked.",nonGP_prob
845,gpt-4-turbo,The pressure rose in the oven while Janet baked.,True,"Splitted: 
1. The pressure rose in the oven.
2. Janet baked.",nonGP_improb
846,gpt-4-turbo,The team left the restaurant while the public cheered.,True,"Splitted: 
1. The team left the restaurant.
2. The public cheered.",nonGP_prob
847,gpt-4-turbo,The rats left the restaurant while the public cheered.,True,"Splitted: 
1. The rats left the restaurant. 
2. The public cheered.",nonGP_improb
848,gpt-4-turbo,The floor was filled with stains while the cleaner mopped.,True,"Splitted:
1. The floor was filled with stains.
2. The cleaner mopped.",nonGP_prob
849,gpt-4-turbo,The ceiling was filled with stains while the cleaner mopped.,True,"Splitted:
1. The ceiling was filled with stains.
2. The cleaner mopped.",nonGP_improb
850,gpt-4-turbo,The meal impressed the couple while the chef cooked.,True,"Splitted: 
1. The meal impressed the couple.
2. The chef cooked.",nonGP_prob
851,gpt-4-turbo,The cat impressed the couple while the chef cooked.,True,"Splitted:
1. The cat impressed the couple.
2. The chef cooked.",nonGP_improb
852,gpt-4-turbo,The homework waited on the table while the child finished.,True,"Splitted:
1. The homework waited on the table.
2. The child finished.",nonGP_prob
853,gpt-4-turbo,The tax forms waited on the table while the child finished.,True,"Splitted:
1. The tax forms waited on the table.
2. The child finished.",nonGP_improb
854,gpt-4-turbo,The sweater sold to the highest bidder while the student knitted.,True,"Splitted:
1. The sweater sold to the highest bidder.
2. The student knitted.",nonGP_prob
855,gpt-4-turbo,The painting sold to the highest bidder while the student knitted.,True,"Splitted: 
1. The painting sold to the highest bidder.
2. The student knitted.",nonGP_improb
856,gpt-4-turbo,The comet lit up the room while the astronomer observed.,True,"Splitted: 
1. The comet lit up the room.
2. The astronomer observed.",nonGP_prob
857,gpt-4-turbo,The lightbulb lit up the room while the astronomer observed.,True,"Splitted: 
1. The lightbulb lit up the room.
2. The astronomer observed.",nonGP_improb
858,gpt-4-turbo,The game bored the children while the players started.,True,"Splitted:
1. The game bored the children.
2. The players started.",nonGP_prob
859,gpt-4-turbo,The lesson bored the children while the players started.,True,"Splitted: 
1. The lesson bored the children.
2. The players started.",nonGP_improb
860,gpt-4-turbo,The students looked at the board while the professor taught.,True,"Splitted: 
1. The students looked at the board.
2. The professor taught.",nonGP_prob
861,gpt-4-turbo,The puppies looked at the board while the professor taught.,True,"Splitted:
1. The puppies looked at the board.
2. The professor taught.",nonGP_improb
862,gpt-4-turbo,The melody echoed through the hall while the pianist practiced.,True,"Splitted: 
1. The melody echoed through the hall.
2. The pianist practiced.",nonGP_prob
863,gpt-4-turbo,The vacuum echoed through the hall while the pianist practiced.,True,"Splitted:
1. The vacuum echoed through the hall.
2. The pianist practiced.",nonGP_improb
864,gpt-4-turbo,The bar buzzed with activity while the couple left.,True,"Splitted:
1. The bar buzzed with activity.
2. The couple left.",nonGP_prob
865,gpt-4-turbo,The hive buzzed with activity while the couple left.,True,"Splitted:
1. The hive buzzed with activity.
2. The couple left.",nonGP_improb
866,gpt-4-turbo,The tomatoes hanged on the vine while the gardener harvested.,True,"Splitted: 
1. The tomatoes hung on the vine.
2. The gardener harvested.",nonGP_prob
867,gpt-4-turbo,The chrysalis hanged on the vine while the gardener harvested.,True,"Splitted:
1. The chrysalis hanged on the vine.
2. The gardener harvested.",nonGP_improb
868,gpt-4-turbo,The cart moved silently while the horse pulled.,True,"Splitted: 
1. The cart moved silently.
2. The horse pulled the cart.",nonGP_prob
869,gpt-4-turbo,The submarine moved silently while the horse pulled.,True,"Splitted:
1. The submarine moved silently.
2. The horse pulled.",nonGP_improb
870,gpt-4-turbo,The child giggled with delight while Jim bathed.,True,"Splitted:
1. The child giggled with delight.
2. Jim bathed.",GP_reflexive
