,id,age,country,practice_1,practice_2,sentence,question,set_id,sent_type,quest_type,ManipulationType,SentenceType,time,correct
3193,de82b2599015a7e586d96eef702bae13,40,United States of America,True,True,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,set_hyp5_1,GP_reflexive,simple_question,reflexive,GP,2839,True
3195,4b4922f839fa24c03d5cae2a102ba1ff,36,US,True,True,While the boy washed the dog barked loudly.,Did the boy wash the dog?,set_hyp5_7,GP_reflexive,GP_question,reflexive,GP,4841,True
3197,625c174f0c4db110c9c61541fc7c1178,23,Scotland,True,True,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,set_hyp5_6,GP_reflexive,GP_question,reflexive,GP,1208,False
3198,2ea0297f71f5b741b27e5029944597f0,44,United Kingdom,True,True,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,reflexive,GP,4556,True
3199,4cae089f57c8f2e2d8c35dbd849263bf,27,United States,True,True,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,reflexive,GP,841,False
3200,565579b628b8f4f623779b744f8201c1,59,Iowa,True,True,While the jockey settled down the horse stood in the stall.,Did the jockey settle down the horse?,set_hyp5_8,GP_reflexive,GP_question,reflexive,GP,1548,False
3201,ae18bf5996fb386917de89bdebeb0a24,55,England,True,True,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,reflexive,GP,1980,True
3202,7ab86243ecf94edaceb8814e2faf7943,54,uk,True,True,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,set_hyp5_1,GP_reflexive,GP_question,reflexive,GP,3083,False
3203,0b3def261f7bf72c3d8b537c936f796c,26,United Kingdom of Great Britain and Northern Ireland,True,True,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,reflexive,GP,2355,False
3204,b0b0233dd1d68cb5cb979ba40d6d8168,59,England,True,True,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,set_hyp5_1,GP_reflexive,GP_question,reflexive,GP,3005,False
3205,b912d12541682bbfbac04ff1a087f32b,21,United Kingdom,True,True,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,reflexive,GP,5182,True
3206,55af708fc642601920a089e30f643fd3,55,United Kingdom,True,True,While the girl scratched the cat stared at the dog.,Did the cat stare at the dog?,set_hyp5_11,GP_reflexive,simple_question,reflexive,GP,2298,True
3207,72469ec6cc0f0748eb29834e2de7b11c,39,United Kingdom,True,True,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,reflexive,GP,2068,False
3209,e48fb92c901812719f9697a3fbcace50,46,UK,True,True,While the girl scratched the cat stared at the dog.,Did the cat stare at the dog?,set_hyp5_11,GP_reflexive,simple_question,reflexive,GP,2951,True
3210,96e572c38b2c13696e6f1e9c52774c76,26,England,True,True,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,reflexive,GP,2830,True
3211,94fefd039e3e17f439f453567767aa32,54,UK,True,True,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,set_hyp5_11,GP_reflexive,GP_question,reflexive,GP,6000,False
3213,eb23620def2e18c5b75b7216ea780f71,38,USA,True,True,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,reflexive,GP,1862,True
3214,e9d0e7cc8170fc431dd7cafb979bb3c1,46,United Kingdom,True,True,While the toddler rolled the ball kept moving across the room.,Did the toddler roll the ball?,set_hyp5_15,GP_reflexive,GP_question,reflexive,GP,3398,True
3215,6b26aaa0f472c79f225d8e520833188f,29,United Kingdom,True,True,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,reflexive,GP,3284,False
3216,46ede538c82004fa9e68c2450e1dd162,39,UK,True,True,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,set_hyp5_5,GP_reflexive,simple_question,reflexive,GP,1203,True
3217,16887f8946fc89b14ebb840caff35297,60,UK,True,True,While the artist changed the painting stood the test of time.,Did the painting stand the test of time?,set_hyp5_13,GP_reflexive,simple_question,reflexive,GP,2836,True
3218,31511defdb54bd8433ff83d8c8a557ca,44,United States,True,True,While the mechanic turned the wheel made weird noises.,Did the mechanic turn the wheel?,set_hyp5_16,GP_reflexive,GP_question,reflexive,GP,2325,False
3219,40681110fdb1df2450ae9949713cdd15,34,UK,True,True,While Bill trained the athletes started the game.,Did the athletes start the game?,set_hyp5_19,GP_reflexive,simple_question,reflexive,GP,1835,True
3221,f524827dc6e3ab4e9ed56a9e22113bd0,41,USA,True,True,While Bill trained the athletes started the game.,Did the athletes start the game?,set_hyp5_19,GP_reflexive,simple_question,reflexive,GP,2586,True
3222,dd18c2737b524945a5e19b6313687dec,60,united states,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,3211,False
3223,b81cf37807d629c48439f3cb44d06ff3,29,UK,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,3538,True
3224,26bce0752810df62724a045d3e1b17ea,34,United States of America,True,True,While Bill trained the athletes started the game.,Did the athletes start the game?,set_hyp5_19,GP_reflexive,simple_question,reflexive,GP,4302,True
3225,9c7e0eff68ba5e35f78f66c03e67c047,69,United States,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,2269,True
3226,1f91bdbeed752cb91c5a7d4fe34c9a70,42,United States,True,True,While the river flooded the valley kept on living quietly.,Did the valley keep on living quietly?,set_hyp5_21,GP_reflexive,simple_question,reflexive,GP,2929,True
3227,c94cb32417f8edc4557c89ae8feb23be,41,USA,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,3831,True
3228,a1413e2a3a74f3f597cd2ac4e6b1daa7,22,UK,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,3233,False
3229,0d734674e08868ae877317457aee071f,36,uk,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,4901,True
3230,81bbe6792a99a51597681ebf8c09bd5c,30,England,True,True,While the river flooded the valley kept on living quietly.,Did the valley keep on living quietly?,set_hyp5_21,GP_reflexive,simple_question,reflexive,GP,1259,True
3231,e3c057bdb35dc7ccec1c872278445b38,54,USA,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,4344,True
3232,ce35ce855d9b30dfd5a5f96f536c5ca4,35,UK,True,True,While the log broke the window moved on its axis.,Did the window move on its axis?,set_hyp5_22,GP_reflexive,simple_question,reflexive,GP,1980,True
3234,9719b834f98723d0310d2750369509a3,39,UK,True,True,While the log broke the window moved on its axis.,Did the window move on its axis?,set_hyp5_22,GP_reflexive,simple_question,reflexive,GP,3809,False
3235,8c807243a3db460df1decc54168b2081,24,United Kingdom,True,True,While the match lit the fire warmed the children.,Did the fire warm the children?,set_hyp5_23,GP_reflexive,simple_question,reflexive,GP,5486,False
3236,d05d44ffe29a1f36467dd400797b47ca,34,United States,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,2167,False
3238,ae19d645974451d530ff42e6094669dd,60,England,True,True,While the match lit the fire warmed the children.,Did the fire warm the children?,set_hyp5_23,GP_reflexive,simple_question,reflexive,GP,3898,True
3239,00ac295b9909e0949b6ca6322cb33b4b,33,UK,True,True,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,set_hyp5_4,GP_reflexive,GP_question,reflexive,GP,6000,False
3240,95cd42026e1aa1076755bc0447c69d21,24,UK,True,True,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,set_hyp5_5,GP_reflexive,simple_question,reflexive,GP,981,True
3241,98b02085c0afd1359163e0837985fbe6,37,UK,True,True,While Anna dressed the baby spit up on the bed.,Did the baby spit up on the bed?,set_hyp5_6,GP_reflexive,simple_question,reflexive,GP,890,True
3242,4d0a3f4978d6dd30647852ac12153b51,65,UK,True,True,While the log broke the window moved on its axis.,Did the window move on its axis?,set_hyp5_22,GP_reflexive,simple_question,reflexive,GP,2288,True
3243,88d34205af136e1a2b9873d234b65c7f,52,U.S.,True,True,While Frank dried off the car sat in the driveway.,Did the car sit in the driveway?,set_hyp5_3,GP_reflexive,simple_question,reflexive,GP,1521,True
3244,f9f6c777db41b679e013fb3ec464ab3f,35,United States,True,True,While Anna dressed the baby spit up on the bed.,Did the baby spit up on the bed?,set_hyp5_6,GP_reflexive,simple_question,reflexive,GP,1867,True
3245,39a312c0e48f9d30c800ff60fdec2012,56,UK,True,True,While Betty woke up the neighbor coughed loudly.,Did the neighbor cough loudly?,set_hyp5_4,GP_reflexive,simple_question,reflexive,GP,6000,False
3246,933d708762ab45eff0a0b225640abfdd,37,USA,True,True,While the boy washed the dog barked loudly.,Did the dog bark loudly?,set_hyp5_7,GP_reflexive,simple_question,reflexive,GP,1183,True
3247,f7631c3564293ba5a68928bf5e799a5d,37,UK,True,True,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,reflexive,GP,1651,False
3248,25dd0eda460a4dde388b79848f66ed14,40,england,True,True,While the boy washed the dog barked loudly.,Did the boy wash the dog?,set_hyp5_7,GP_reflexive,GP_question,reflexive,GP,6000,False
3249,d5a8cba0717ebd70a82f6a3176c6d733,24,Nigeria,True,True,While Bill trained the athletes started the game.,Did the athletes start the game?,set_hyp5_19,GP_reflexive,simple_question,reflexive,GP,940,True
3250,a6dbbc896a29b1a506b969910714a290,39,UK,True,True,While the nurse shaved the patient watched TV.,Did the patient watch TV?,set_hyp5_10,GP_reflexive,simple_question,reflexive,GP,1596,True
3251,1b7313c9e2f07b0d420d3eea274c8c88,78,UK,True,True,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,set_hyp5_1,GP_reflexive,GP_question,reflexive,GP,1031,False
3252,40ef2be9e121fbfde953340b0a307aaa,37,united States,True,True,While the nurse shaved the patient watched TV.,Did the patient watch TV?,set_hyp5_10,GP_reflexive,simple_question,reflexive,GP,2481,True
3253,1ee9b622a6cd72ffd1c63d61df9b8487,61,UK,True,True,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,set_hyp5_5,GP_reflexive,simple_question,reflexive,GP,4060,False
3254,319298e795810967ea1840241425aff4,34,United States,True,True,While Anna dressed the baby spit up on the bed.,Did the baby spit up on the bed?,set_hyp5_6,GP_reflexive,simple_question,reflexive,GP,2259,True
3255,7401f88f38a93ea8b2fd2d2f4f2d3c5c,34,United Kingdom,True,True,While the nurse shaved the patient watched TV.,Did the patient watch TV?,set_hyp5_10,GP_reflexive,simple_question,reflexive,GP,1570,True
3256,5cc57378dd417f0aa2f7d04879bfb4a4,34,uk,True,True,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,reflexive,GP,2845,True
3257,93caf45a0e7601a4b0968c904027a712,30,UK,True,True,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,reflexive,GP,1053,True
3258,71eea7f808b78e80f1c22b394aa5236c,34,United Kingdom,True,True,While the chimps groomed the baboons sat in the grass.,Did the baboons sit in the grass?,set_hyp5_2,GP_reflexive,simple_question,reflexive,GP,3442,True
3260,e13e8c5d954f87fd9275ccc76571405d,66,USA,True,True,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,reflexive,GP,1759,True
3261,d0803d8770aaa95af518be44acc54a5a,60,United Kingdom,True,True,While the chimps groomed the baboons sat in the grass.,Did the baboons sit in the grass?,set_hyp5_2,GP_reflexive,simple_question,reflexive,GP,2825,True
3262,1623aea00997386110cb4c44088c384b,72,England,True,True,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,reflexive,GP,2501,True
3263,5e6ceb3cf218bc267332accbe10b695a,39,UK,True,True,While the ice cap shrank the river stayed warm.,Did the ice cap shrink the river?,set_hyp5_17,GP_reflexive,GP_question,reflexive,GP,6000,False
3264,1a86acbbb65b0f0b16824a4570e731e0,35,UK,True,True,While the ice cap shrank the river stayed warm.,Did the river stay warm?,set_hyp5_17,GP_reflexive,simple_question,reflexive,GP,1336,True
3265,318d047ef6ae4ce4b26729e6a051a77d,18,Scotland,True,True,While the toddler rolled the ball kept moving across the room.,Did the toddler roll the ball?,set_hyp5_15,GP_reflexive,GP_question,reflexive,GP,2280,False
3266,83ac460a24848ca0ee81be90937e3741,45,GB,True,True,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,set_hyp5_16,GP_reflexive,simple_question,reflexive,GP,1232,True
3268,cb960c0dbcf6b2cedf3eeabb27272f0a,25,United States,True,True,While the toddler rolled the ball kept moving across the room.,Did the ball keep moving across the room?,set_hyp5_15,GP_reflexive,simple_question,reflexive,GP,3163,True
3269,0ce6504eae80fb7fb34e2d1e6806d7ed,50,United Kingdom,True,True,While the gymnast swung the bat fell on the road,Did the gymnast swing the bat?,set_hyp5_18,GP_reflexive,GP_question,reflexive,GP,2144,False
3270,e17a80a619a1b5a2ede7ca826d1345ba,54,osa,True,True,While the ice cap shrank the river stayed warm.,Did the river stay warm?,set_hyp5_17,GP_reflexive,simple_question,reflexive,GP,2156,True
3272,a762d221a669447a058048dfbe51e194,32,USA,True,True,While the dog moved the bone went bad.,Did the bone go bad?,set_hyp5_20,GP_reflexive,simple_question,reflexive,GP,1130,True
3274,e2ad9b84dcf1658f258a21189e2b9e93,28,England/UK,True,True,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,set_hyp5_2,GP_reflexive,GP_question,reflexive,GP,3416,True
3275,2867dbc396b800216ceb1dcf55f3a3d7,24,united kingdom,True,True,While the river flooded the valley kept on living quietly.,Did the river flood the valley?,set_hyp5_21,GP_reflexive,GP_question,reflexive,GP,4321,False
3276,fdb5cbac5439a0ba091aba3faa3ba7cb,27,United States,True,True,While the log broke the window moved on its axis.,Did the window move on its axis?,set_hyp5_22,GP_reflexive,simple_question,reflexive,GP,2646,True
3277,5ee22b78a85a46695b51ff08ccc1322a,37,United States,True,True,While the river flooded the valley kept on living quietly.,Did the valley keep on living quietly?,set_hyp5_21,GP_reflexive,simple_question,reflexive,GP,2612,True
3279,0b5b32465551926e506acf092e19f7d4,51,USA,True,True,While the wave crashed the boat was stranded in the ocean.,Was the boat stranded in the ocean?,set_hyp5_24,GP_reflexive,simple_question,reflexive,GP,2052,True
3281,4b550f491b91b219c896ca652e4ffdb3,50,UK,True,True,While the match lit the fire warmed the children.,Did the match light the fire?,set_hyp5_23,GP_reflexive,GP_question,reflexive,GP,1734,False
3282,ceda87c8285b3a6ed580e69bea8ad61a,42,england,True,True,While the wave crashed the boat was stranded in the ocean.,Was the boat stranded in the ocean?,set_hyp5_24,GP_reflexive,simple_question,reflexive,GP,6000,False
3284,2c44774e5271517f3722ca02f6050cd0,46,usa,True,True,While the log broke the window moved on its axis.,Did the log break the window?,set_hyp5_22,GP_reflexive,GP_question,reflexive,GP,2228,False
3285,41c1c044127cae47842258e37d7de01c,62,United States,True,True,While the wave crashed the boat was stranded in the ocean.,Was the boat stranded in the ocean?,set_hyp5_24,GP_reflexive,simple_question,reflexive,GP,2034,True
3286,9813eb4f86987eb07158f6a3556ad6a5,59,USA,True,True,While the wave crashed the boat was stranded in the ocean.,Was the boat stranded in the ocean?,set_hyp5_24,GP_reflexive,simple_question,reflexive,GP,1951,True
3287,8dfa6b20c8fc0ba75685e26fb86a0ff6,27,uk,True,True,While the jockey settled down the horse stood in the stall.,Did the horse stand in the stall?,set_hyp5_8,GP_reflexive,simple_question,reflexive,GP,1218,True
3289,87bf7b0b02761ff892503fd337b1f225,49,united kingdom,True,True,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,set_hyp5_5,GP_reflexive,GP_question,reflexive,GP,3344,True
3291,25554bd55d61ea5dce7fd809354c74c1,32,United States,True,True,While the boy washed the dog barked loudly.,Did the dog bark loudly?,set_hyp5_7,GP_reflexive,simple_question,reflexive,GP,1804,True
3293,c08f649ce572ff0e3cb530a4e89f8f46,29,USA,True,True,While the jockey settled down the horse stood in the stall.,Did the horse stand in the stall?,set_hyp5_8,GP_reflexive,simple_question,reflexive,GP,1531,True
3294,092ec9b2e50271a79c5750b732320527,29,USA,True,True,While the jockey settled down the horse stood in the stall.,Did the horse stand in the stall?,set_hyp5_8,GP_reflexive,simple_question,reflexive,GP,2926,True
3295,ac9a1d0b02b0d2b5b57862965c7a5ed9,50,USA,True,True,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,reflexive,GP,1777,False
3296,42c30fd8164ab269c38b10f35aba1d96,20,United States,True,True,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,set_hyp5_5,GP_reflexive,simple_question,reflexive,GP,1577,True
3297,b492b30295b28b8034122cf19ec78386,37,England,True,True,While the nurse shaved the patient watched TV.,Did the patient watch TV?,set_hyp5_10,GP_reflexive,simple_question,reflexive,GP,2400,True
3298,32d37ee7b62c0adfcfe0c5f1883bf376,53,UK,True,True,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,reflexive,GP,3581,False
3299,f55157ceb850de6595ea140cc03480be,29,United Kingdom,True,True,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,set_hyp5_11,GP_reflexive,GP_question,reflexive,GP,2948,True
3300,7e78069f37feb681acf00e10e7bcff95,45,Britain,True,True,While the girl scratched the cat stared at the dog.,Did the girl scratch the cat?,set_hyp5_11,GP_reflexive,GP_question,reflexive,GP,5809,False
3301,f1b1ccec318a32e279496498f9dbcb3f,38,Usa,True,True,While the girl scratched the cat stared at the dog.,Did the cat stare at the dog?,set_hyp5_11,GP_reflexive,simple_question,reflexive,GP,2896,True
3302,fa2e78af451349bfdaf0648c020c437b,23,Northern Ireland,True,True,While the mother calmed down the children sat on the bed.,Did the mother calm down the children?,set_hyp5_12,GP_reflexive,GP_question,reflexive,GP,1305,False
3303,ae293910e3a4fee52be943a8e8e113d6,29,England,True,True,While the mother undressed the baby cried softly.,Did the mother undress the baby?,set_hyp5_9,GP_reflexive,GP_question,reflexive,GP,1482,False
3305,8269e2d32267bfd4864e675a7bc70967,31,England,True,True,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,reflexive,GP,2261,False
3306,d1a64b2d2e8dd0cf4413ec854ee02b7d,37,UK,True,True,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,reflexive,GP,2061,False
3307,85646c6b356ee8c00cac359299490ffa,41,United Kingdom,True,True,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,set_hyp5_16,GP_reflexive,simple_question,reflexive,GP,1126,True
3309,34c4abfe00386b262c5403de043c727d,55,United Kingdom,True,True,While the nurse shaved the patient watched TV.,Did the nurse shave the patient?,set_hyp5_10,GP_reflexive,GP_question,reflexive,GP,3454,False
3310,67915ad8cdaff2733d5f714e11ff48f8,42,United Kingdom,True,True,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,set_hyp5_16,GP_reflexive,simple_question,reflexive,GP,1234,True
3311,88b7691872b37ae2470b8967d0829709,53,UK,True,True,While the mechanic turned the wheel made weird noises.,Did the wheel make weird noises?,set_hyp5_16,GP_reflexive,simple_question,reflexive,GP,1172,True
3313,8ec9eee84e750bad5b1f89db63566e3f,62,UK,True,True,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,reflexive,GP,2222,True
3314,89a65603a6832b1277c4b4cbe22fc38b,48,UK,True,True,While the ice cap shrank the river stayed warm.,Did the ice cap shrink the river?,set_hyp5_17,GP_reflexive,GP_question,reflexive,GP,4109,True
3316,08419f7c06043a7809ad6336eefba471,44,USA,True,True,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,reflexive,GP,2730,False
3317,28d2632dd4a688db98fcdb6a355fb5aa,28,United States,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,5382,True
3319,71bdc03f2234664c6cc0c10b7be8faad,51,UK,True,True,While the dog moved the bone went bad.,Did the dog move the bone?,set_hyp5_20,GP_reflexive,GP_question,reflexive,GP,2152,False
3320,da45849282224f65b4a5c076b1465123,27,USA,True,True,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,set_hyp5_2,GP_reflexive,GP_question,reflexive,GP,6000,False
3321,b6af8aa3182b3bb1b8652ae92d03562f,58,United Kingdom,True,True,While the match lit the fire warmed the children.,Did the match light the fire?,set_hyp5_23,GP_reflexive,GP_question,reflexive,GP,3431,False
3322,fc23e4278dcce790c54948943fa69d58,28,US,True,True,While the child grew the tomatoes invaded the garden.,Did the child grow the tomatoes?,set_hyp5_14,GP_reflexive,GP_question,reflexive,GP,2153,True
3323,7164dade274e55fc9eaaca4b3f934122,68,UK,True,True,While the log broke the window moved on its axis.,Did the log break the window?,set_hyp5_22,GP_reflexive,GP_question,reflexive,GP,4836,False
3324,9e98225d4d1a5bf74227a02be637571a,24,United States,True,True,While the match lit the fire warmed the children.,Did the match light the fire?,set_hyp5_23,GP_reflexive,GP_question,reflexive,GP,2049,False
3326,6d55a400e8697d5439688c2dbfb9454d,23,United Kingdom,True,True,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,set_hyp5_2,GP_reflexive,GP_question,reflexive,GP,1134,True
3329,dc925621e029b7423eae06c8f16f7812,30,USA,True,True,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,set_hyp5_5,GP_reflexive,GP_question,reflexive,GP,5050,True
3330,45c27bde9191900db5ad4fdbbc6e991d,67,UK,True,True,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,set_hyp5_5,GP_reflexive,GP_question,reflexive,GP,3233,False
3331,7b5d4b5d9a776062f59118b2e429e292,26,UK,True,True,While Anna dressed the baby spit up on the bed.,Did Anna dress the baby?,set_hyp5_6,GP_reflexive,GP_question,reflexive,GP,1786,True
3332,7112654f12149037f263d1eb48346829,44,United Kingdom,True,True,While the boy washed the dog barked loudly.,Did the dog bark loudly?,set_hyp5_7,GP_reflexive,simple_question,reflexive,GP,1677,True
3333,75d772f3f8a7a7173ac868efdaabf21b,26,USA,True,True,While the boy washed the dog barked loudly.,Did the boy wash the dog?,set_hyp5_7,GP_reflexive,GP_question,reflexive,GP,1783,False
3334,e89f50955edf5825fb9f06418c7c5a45,23,USA,True,True,While the boy washed the dog barked loudly.,Did the boy wash the dog?,set_hyp5_7,GP_reflexive,GP_question,reflexive,GP,4111,True
3336,eb20f4d69983a79866b5634871e452a3,27,US,True,True,While the mother undressed the baby cried softly.,Did the baby cry softly?,set_hyp5_9,GP_reflexive,simple_question,reflexive,GP,2453,True
3337,4bfacf5b072549e4bec24109608b6027,44,United Kingdom,True,True,The baby cried softly while the mother undressed.,Did the mother undress the baby?,set_hyp5_9,nonGP_reflexive,GP_question,reflexive,nonGP,1458,False
3338,d1567d1785938dfdca669e67844445a7,37,uk,True,True,The baby cried softly while the mother undressed.,Did the mother undress the baby?,set_hyp5_9,nonGP_reflexive,GP_question,reflexive,nonGP,2396,True
3339,2dad7e55212c6a061fb93e236fa4ffb4,47,UK,True,True,The baby cried softly while the mother undressed.,Did the mother undress the baby?,set_hyp5_9,nonGP_reflexive,GP_question,reflexive,nonGP,2513,True
3340,a381ac5527d9803a4adacc79e340eba6,39,UK,True,True,The patient watched TV while the nurse shaved.,Did the patient watch TV?,set_hyp5_10,nonGP_reflexive,simple_question,reflexive,nonGP,1557,True
3341,310f369f4a780bb2ee7499398eb5c853,40,UK,True,True,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,set_hyp5_1,nonGP_reflexive,GP_question,reflexive,nonGP,2935,False
3342,974690f37ef78dbca85fb3fdd0c742d6,42,Uk,True,True,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,set_hyp5_10,nonGP_reflexive,GP_question,reflexive,nonGP,6000,False
3343,40068b746c1122b82567c63bf4998ade,31,UK,True,True,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,set_hyp5_11,nonGP_reflexive,GP_question,reflexive,nonGP,1883,False
3344,2c9034a2da795cd9b06d5b81705ef98f,24,United Kingdom,True,True,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,set_hyp5_11,nonGP_reflexive,GP_question,reflexive,nonGP,3654,False
3345,42dfd2d79665c9cb01eb6d16dc985e11,37,UK,True,True,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,set_hyp5_11,nonGP_reflexive,GP_question,reflexive,nonGP,2540,True
3346,b49c09765e03d3b6dd176a35157578b9,36,United Kingdom,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,3746,True
3347,6bfd5ebadd332a7a8d2ff6c7a2086c08,40,United Kingdom,True,True,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,set_hyp5_12,nonGP_reflexive,GP_question,reflexive,nonGP,220,False
3348,400766482edb785ab79745acd72c7786,22,UNITED KINGDOM,True,True,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,set_hyp5_11,nonGP_reflexive,GP_question,reflexive,nonGP,2466,False
3350,29ffaebd4b7709ad208d8e65fdaf42c3,71,UK,True,True,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,set_hyp5_14,nonGP_reflexive,GP_question,reflexive,nonGP,4239,True
3351,4d390a24cf05bcaa908ee811f860f9d0,26,United Kingdom,True,True,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,set_hyp5_2,nonGP_reflexive,simple_question,reflexive,nonGP,1448,True
3352,c43552ce85ef2ef7f353571243ed42eb,30,UK,True,True,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,set_hyp5_14,nonGP_reflexive,GP_question,reflexive,nonGP,5169,True
3353,da94d0e9c812e3a24bea0e7d332ef59a,52,England,True,True,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,set_hyp5_2,nonGP_reflexive,simple_question,reflexive,nonGP,894,True
3354,00af7dd0f37b3cb21d818abfd37ad141,46,Scotland,True,True,The wheel made weird noises while the mechanic turned.,Did the wheel make weird noises?,set_hyp5_16,nonGP_reflexive,simple_question,reflexive,nonGP,1468,True
3355,7eb969cb97c4aac2470d874ac58f3982,32,United States,True,True,The ball kept moving across the room while the toddler rolled.,Did the toddler roll the ball?,set_hyp5_15,nonGP_reflexive,GP_question,reflexive,nonGP,6000,False
3356,f77b8bcce339a6ce90bd73d7d89026a7,24,UK,True,True,The river stayed warm while the ice cap shrank.,Did the ice cap shrink the river?,set_hyp5_17,nonGP_reflexive,GP_question,reflexive,nonGP,2935,True
3357,d86ee514411ff50fe34a721511a30554,35,United kingdom,True,True,The river stayed warm while the ice cap shrank.,Did the river stay warm?,set_hyp5_17,nonGP_reflexive,simple_question,reflexive,nonGP,1867,True
