Unnamed: 0,sentence,question,set_id,sent_type,quest_type,correct_answer,incorrect_answer,noun_subj_gp,verb_gp,noun_subj_no_gp,verb_no_gp
393,While the skipper sailed the boat veered off course.,Did the skipper sail the boat?,set_2,GP_prob,GP_question,No,Yes,skipper,sailed,boat,veered
394,While the skipper sailed the car veered off course.,Did the car veer off course?,set_2,GP_improb,simple_question,Yes,No,skipper,sailed,car,veered
395,While the skipper sailed the car veered off course.,Did the skipper sail the car?,set_2,GP_improb,GP_question,No,Yes,skipper,sailed,car,veered
396,The boat veered off course while the skipper sailed.,Did the boat veer off course?,set_2,nonGP_prob,simple_question,Yes,No,skipper,sailed,boat,veered
397,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,set_2,nonGP_prob,GP_question,No,Yes,skipper,sailed,boat,veered
398,The car veered off course while the skipper sailed.,Did the car veer off course?,set_2,nonGP_improb,simple_question,Yes,No,skipper,sailed,car,veered
399,The car veered off course while the skipper sailed.,Did the skipper sail the car?,set_2,nonGP_improb,GP_question,No,Yes,skipper,sailed,car,veered
400,While the orchestra performed the symphony played on the radio.,Did the symphony play on the radio?,set_3,GP_prob,simple_question,Yes,No,orchestra,performed,symphony,played
401,While the orchestra performed the symphony played on the radio.,Did the orchestra perform the symphony?,set_3,GP_prob,GP_question,No,Yes,orchestra,performed,symphony,played
402,While the orchestra performed the newsflash played on the radio.,Did the newsflash play on the radio?,set_3,GP_improb,simple_question,Yes,No,orchestra,performed,newsflash,played
403,While the orchestra performed the newsflash played on the radio.,Did the orchestra perform the newsflash?,set_3,GP_improb,GP_question,No,Yes,orchestra,performed,newsflash,played
404,The symphony played on the radio while the orchestra performed.,Did the symphony play on the radio?,set_3,nonGP_prob,simple_question,Yes,No,orchestra,performed,symphony,played
405,The symphony played on the radio while the orchestra performed.,Did the orchestra perform the symphony?,set_3,nonGP_prob,GP_question,No,Yes,orchestra,performed,symphony,played
406,The newsflash played on the radio while the orchestra performed.,Did the newsflash play on the radio?,set_3,nonGP_improb,simple_question,Yes,No,orchestra,performed,newsflash,played
407,The newsflash played on the radio while the orchestra performed.,Did the orchestra perform the newsflash?,set_3,nonGP_improb,GP_question,No,Yes,orchestra,performed,newsflash,played
408,While the bridesmaid ordered the dress got delivered.,Did the dress get delivered?,set_4,GP_prob,simple_question,Yes,No,bridesmaid,ordered,dress,got
409,While the bridesmaid ordered the dress got delivered.,Did the bridesmaid order the dress?,set_4,GP_prob,GP_question,No,Yes,bridesmaid,ordered,dress,got
410,While the bridesmaid ordered the tractor got delivered.,Did the tractor get delivered?,set_4,GP_improb,simple_question,Yes,No,bridesmaid,ordered,tractor,got
411,While the bridesmaid ordered the tractor got delivered.,Did the bridesmaid order the tractor?,set_4,GP_improb,GP_question,No,Yes,bridesmaid,ordered,tractor,got
412,The dress got delivered while the bridesmaid ordered.,Did the dress get delivered?,set_4,nonGP_prob,simple_question,Yes,No,bridesmaid,ordered,dress,got
413,The dress got delivered while the bridesmaid ordered.,Did the bridesmaid order the dress?,set_4,nonGP_prob,GP_question,No,Yes,bridesmaid,ordered,dress,got
414,The tractor got delivered while the bridesmaid ordered.,Did the tractor get delivered?,set_4,nonGP_improb,simple_question,Yes,No,bridesmaid,ordered,tractor,got
415,The tractor got delivered while the bridesmaid ordered.,Did the bridesmaid order the tractor?,set_4,nonGP_improb,GP_question,No,Yes,bridesmaid,ordered,tractor,got
416,While Susan wrote the letter fell off the table.,Did the letter fall off the table?,set_5,GP_prob,simple_question,Yes,No,Susan,wrote,letter,fell
417,While Susan wrote the letter fell off the table.,Did Susan write the letter?,set_5,GP_prob,GP_question,No,Yes,Susan,wrote,letter,fell
418,While Susan wrote the Bible fell off the table.,Did the Bible fall off the table?,set_5,GP_improb,simple_question,Yes,No,Susan,wrote,Bible,fell
419,While Susan wrote the Bible fell off the table.,Did Susan write the Bible?,set_5,GP_improb,GP_question,No,Yes,Susan,wrote,Bible,fell
420,The letter fell off the table while Susan wrote.,Did the letter fall off the table?,set_5,nonGP_prob,simple_question,Yes,No,Susan,wrote,letter,fell
421,The letter fell off the table while Susan wrote.,Did Susan write the letter?,set_5,nonGP_prob,GP_question,No,Yes,Susan,wrote,letter,fell
422,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,Yes,No,Susan,wrote,Bible,fell
423,The Bible fell off the table while Susan wrote.,Did Susan write the Bible?,set_5,nonGP_improb,GP_question,No,Yes,Susan,wrote,Bible,fell
424,While the farmer steered the tractor pulled the car.,Did the tractor pull the car?,set_6,GP_prob,simple_question,Yes,No,farmer,steered,tractor,pulled
425,While the farmer steered the tractor pulled the car.,Did the farmer steer the tractor?,set_6,GP_prob,GP_question,No,Yes,farmer,steered,tractor,pulled
426,While the farmer steered the tank pulled the car.,Did the tank pull the car?,set_6,GP_improb,simple_question,Yes,No,farmer,steered,tank,pulled
427,While the farmer steered the tank pulled the car.,Did the farmer steer the tank?,set_6,GP_improb,GP_question,No,Yes,farmer,steered,tank,pulled
428,The tractor pulled the car while the farmer steered.,Did the tractor pull the car?,set_6,nonGP_prob,simple_question,Yes,No,farmer,steered,tractor,pulled
429,The tractor pulled the car while the farmer steered.,Did the farmer steer the tractor?,set_6,nonGP_prob,GP_question,No,Yes,farmer,steered,tractor,pulled
430,The tank pulled the car while the farmer steered.,Did the tank pull the car?,set_6,nonGP_improb,simple_question,Yes,No,farmer,steered,tank,pulled
431,The tank pulled the car while the farmer steered.,Did the farmer steer the tank?,set_6,nonGP_improb,GP_question,No,Yes,farmer,steered,tank,pulled
432,While the lawyer studied the contract lay on the roll-top desk.,Did the contract lie on the roll-top desk?,set_7,GP_prob,simple_question,Yes,No,lawyer,studied,contract,lay
433,While the lawyer studied the contract lay on the roll-top desk.,Did the lawyer study the contract?,set_7,GP_prob,GP_question,No,Yes,lawyer,studied,contract,lay
434,While the lawyer studied the cat lay on the roll-top desk.,Did the cat lie on the roll-top desk?,set_7,GP_improb,simple_question,Yes,No,lawyer,studied,cat,lay
435,While the lawyer studied the cat lay on the roll-top desk.,Did the lawyer study the cat?,set_7,GP_improb,GP_question,No,Yes,lawyer,studied,cat,lay
436,The contract lay on the roll-top desk while the lawyer studied.,Did the contract lie on the roll-top desk?,set_7,nonGP_prob,simple_question,Yes,No,lawyer,studied,contract,lay
437,The contract lay on the roll-top desk while the lawyer studied.,Did the lawyer study the contract?,set_7,nonGP_prob,GP_question,No,Yes,lawyer,studied,contract,lay
438,The cat lay on the roll-top desk while the lawyer studied.,Did the cat lie on the roll-top desk?,set_7,nonGP_improb,simple_question,Yes,No,lawyer,studied,cat,lay
439,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,set_7,nonGP_improb,GP_question,No,Yes,lawyer,studied,cat,lay
440,While the clown juggled the balls fell on the ground.,Did the balls fall on the ground?,set_8,GP_prob,simple_question,Yes,No,clown,juggled,balls,fell
441,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,set_8,GP_prob,GP_question,No,Yes,clown,juggled,balls,fell
442,While the clown juggled the cats fell on the ground.,Did the cats fall on the ground?,set_8,GP_improb,simple_question,Yes,No,clown,juggled,cats,fell
443,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,set_8,GP_improb,GP_question,No,Yes,clown,juggled,cats,fell
444,The balls fell on the ground while the clown juggled.,Did the balls fall on the ground?,set_8,nonGP_prob,simple_question,Yes,No,clown,juggled,balls,fell
445,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,set_8,nonGP_prob,GP_question,No,Yes,clown,juggled,balls,fell
446,The cats fell on the ground while the clown juggled.,Did the cats fall on the ground?,set_8,nonGP_improb,simple_question,Yes,No,clown,juggled,cats,fell
447,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,set_8,nonGP_improb,GP_question,No,Yes,clown,juggled,cats,fell
448,While Anne vacuumed the rug lost its colors.,Did the rug lose its colors?,set_9,GP_prob,simple_question,Yes,No,Anne,vacuumed,rug,lost
449,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,set_9,GP_prob,GP_question,No,Yes,Anne,vacuumed,rug,lost
450,While Anne vacuumed the chameleon lost its colors.,Did the chameleon lose its colors?,set_9,GP_improb,simple_question,Yes,No,Anne,vacuumed,chameleon,lost
451,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,set_9,GP_improb,GP_question,No,Yes,Anne,vacuumed,chameleon,lost
452,The rug lost its colors while Anne vacuumed.,Did the rug lose its colors?,set_9,nonGP_prob,simple_question,Yes,No,Anne,vacuumed,rug,lost
453,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,set_9,nonGP_prob,GP_question,No,Yes,Anne,vacuumed,rug,lost
454,The chameleon lost its colors while Anne vacuumed.,Did the chameleon lose its colors?,set_9,nonGP_improb,simple_question,Yes,No,Anne,vacuumed,chameleon,lost
455,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,set_9,nonGP_improb,GP_question,No,Yes,Anne,vacuumed,chameleon,lost
