,model,sentence,question,correct,incorrect,sent_type,quest_type
1303,gpt-4o,The child ran into the woods while the man hunted.,Did the man hunt the child?,1.0,0.0,nonGP_improb,GP_question
1304,gpt-4o,While the skipper sailed the boat veered off course.,Did the boat veer off course?,1.0,0.0,GP_prob,simple_question
1305,gpt-4o,While the skipper sailed the boat veered off course.,Did the skipper sail the boat?,0.0,1.0,GP_prob,GP_question
1306,gpt-4o,While the skipper sailed the car veered off course.,Did the car veer off course?,1.0,0.0,GP_improb,simple_question
1307,gpt-4o,While the skipper sailed the car veered off course.,Did the skipper sail the car?,1.0,0.0,GP_improb,GP_question
1308,gpt-4o,The boat veered off course while the skipper sailed.,Did the boat veer off course?,1.0,0.0,nonGP_prob,simple_question
1309,gpt-4o,The boat veered off course while the skipper sailed.,Did the skipper sail the boat?,0.0,1.0,nonGP_prob,GP_question
1310,gpt-4o,The car veered off course while the skipper sailed.,Did the car veer off course?,1.0,0.0,nonGP_improb,simple_question
1311,gpt-4o,The car veered off course while the skipper sailed.,Did the skipper sail the car?,1.0,0.0,nonGP_improb,GP_question
1312,gpt-4o,While the orchestra performed the symphony played on the radio.,Did the symphony play on the radio?,1.0,0.0,GP_prob,simple_question
1313,gpt-4o,While the orchestra performed the symphony played on the radio.,Did the orchestra perform the symphony?,0.0,1.0,GP_prob,GP_question
1314,gpt-4o,While the orchestra performed the newsflash played on the radio.,Did the newsflash play on the radio?,1.0,0.0,GP_improb,simple_question
1315,gpt-4o,While the orchestra performed the newsflash played on the radio.,Did the orchestra perform the newsflash?,1.0,0.0,GP_improb,GP_question
1316,gpt-4o,The symphony played on the radio while the orchestra performed.,Did the symphony play on the radio?,1.0,0.0,nonGP_prob,simple_question
1317,gpt-4o,The symphony played on the radio while the orchestra performed.,Did the orchestra perform the symphony?,0.0,1.0,nonGP_prob,GP_question
1318,gpt-4o,The newsflash played on the radio while the orchestra performed.,Did the newsflash play on the radio?,1.0,0.0,nonGP_improb,simple_question
1319,gpt-4o,The newsflash played on the radio while the orchestra performed.,Did the orchestra perform the newsflash?,1.0,0.0,nonGP_improb,GP_question
1320,gpt-4o,While the bridesmaid ordered the dress got delivered.,Did the dress get delivered?,1.0,0.0,GP_prob,simple_question
1321,gpt-4o,While the bridesmaid ordered the dress got delivered.,Did the bridesmaid order the dress?,0.8235294117647058,0.1764705882352941,GP_prob,GP_question
1322,gpt-4o,While the bridesmaid ordered the tractor got delivered.,Did the tractor get delivered?,1.0,0.0,GP_improb,simple_question
1323,gpt-4o,While the bridesmaid ordered the tractor got delivered.,Did the bridesmaid order the tractor?,1.0,0.0,GP_improb,GP_question
1324,gpt-4o,The dress got delivered while the bridesmaid ordered.,Did the dress get delivered?,1.0,0.0,nonGP_prob,simple_question
1325,gpt-4o,The dress got delivered while the bridesmaid ordered.,Did the bridesmaid order the dress?,0.0833333333333333,0.9166666666666666,nonGP_prob,GP_question
1326,gpt-4o,The tractor got delivered while the bridesmaid ordered.,Did the tractor get delivered?,1.0,0.0,nonGP_improb,simple_question
1327,gpt-4o,The tractor got delivered while the bridesmaid ordered.,Did the bridesmaid order the tractor?,1.0,0.0,nonGP_improb,GP_question
1328,gpt-4o,While Susan wrote the letter fell off the table.,Did the letter fall off the table?,1.0,0.0,GP_prob,simple_question
1329,gpt-4o,While Susan wrote the letter fell off the table.,Did Susan write the letter?,0.75,0.25,GP_prob,GP_question
1330,gpt-4o,While Susan wrote the Bible fell off the table.,Did the Bible fall off the table?,1.0,0.0,GP_improb,simple_question
1331,gpt-4o,While Susan wrote the Bible fell off the table.,Did Susan write the Bible?,1.0,0.0,GP_improb,GP_question
1332,gpt-4o,The letter fell off the table while Susan wrote.,Did the letter fall off the table?,1.0,0.0,nonGP_prob,simple_question
1333,gpt-4o,The letter fell off the table while Susan wrote.,Did Susan write the letter?,1.0,0.0,nonGP_prob,GP_question
1334,gpt-4o,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,1.0,0.0,nonGP_improb,simple_question
1335,gpt-4o,The Bible fell off the table while Susan wrote.,Did Susan write the Bible?,1.0,0.0,nonGP_improb,GP_question
1336,gpt-4o,While the farmer steered the tractor pulled the car.,Did the tractor pull the car?,1.0,0.0,GP_prob,simple_question
1337,gpt-4o,While the farmer steered the tractor pulled the car.,Did the farmer steer the tractor?,0.0,1.0,GP_prob,GP_question
1338,gpt-4o,While the farmer steered the tank pulled the car.,Did the tank pull the car?,1.0,0.0,GP_improb,simple_question
1339,gpt-4o,While the farmer steered the tank pulled the car.,Did the farmer steer the tank?,0.55,0.45,GP_improb,GP_question
1340,gpt-4o,The tractor pulled the car while the farmer steered.,Did the tractor pull the car?,1.0,0.0,nonGP_prob,simple_question
1341,gpt-4o,The tractor pulled the car while the farmer steered.,Did the farmer steer the tractor?,0.0,1.0,nonGP_prob,GP_question
1342,gpt-4o,The tank pulled the car while the farmer steered.,Did the tank pull the car?,1.0,0.0,nonGP_improb,simple_question
1343,gpt-4o,The tank pulled the car while the farmer steered.,Did the farmer steer the tank?,1.0,0.0,nonGP_improb,GP_question
1344,gpt-4o,While the lawyer studied the contract lay on the roll-top desk.,Did the contract lie on the roll-top desk?,1.0,0.0,GP_prob,simple_question
1345,gpt-4o,While the lawyer studied the contract lay on the roll-top desk.,Did the lawyer study the contract?,0.0,1.0,GP_prob,GP_question
1346,gpt-4o,While the lawyer studied the cat lay on the roll-top desk.,Did the cat lie on the roll-top desk?,1.0,0.0,GP_improb,simple_question
1347,gpt-4o,While the lawyer studied the cat lay on the roll-top desk.,Did the lawyer study the cat?,1.0,0.0,GP_improb,GP_question
1348,gpt-4o,The contract lay on the roll-top desk while the lawyer studied.,Did the contract lie on the roll-top desk?,1.0,0.0,nonGP_prob,simple_question
1349,gpt-4o,The contract lay on the roll-top desk while the lawyer studied.,Did the lawyer study the contract?,0.0,1.0,nonGP_prob,GP_question
1350,gpt-4o,The cat lay on the roll-top desk while the lawyer studied.,Did the cat lie on the roll-top desk?,1.0,0.0,nonGP_improb,simple_question
1351,gpt-4o,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,1.0,0.0,nonGP_improb,GP_question
1352,gpt-4o,While the clown juggled the balls fell on the ground.,Did the balls fall on the ground?,1.0,0.0,GP_prob,simple_question
1353,gpt-4o,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,0.0,1.0,GP_prob,GP_question
1354,gpt-4o,While the clown juggled the cats fell on the ground.,Did the cats fall on the ground?,1.0,0.0,GP_improb,simple_question
1355,gpt-4o,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,0.9,0.1,GP_improb,GP_question
1356,gpt-4o,The balls fell on the ground while the clown juggled.,Did the balls fall on the ground?,1.0,0.0,nonGP_prob,simple_question
1357,gpt-4o,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,0.0,1.0,nonGP_prob,GP_question
1358,gpt-4o,The cats fell on the ground while the clown juggled.,Did the cats fall on the ground?,1.0,0.0,nonGP_improb,simple_question
1359,gpt-4o,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,1.0,0.0,nonGP_improb,GP_question
1360,gpt-4o,While Anne vacuumed the rug lost its colors.,Did the rug lose its colors?,1.0,0.0,GP_prob,simple_question
1361,gpt-4o,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,0.0,1.0,GP_prob,GP_question
1362,gpt-4o,While Anne vacuumed the chameleon lost its colors.,Did the chameleon lose its colors?,1.0,0.0,GP_improb,simple_question
1363,gpt-4o,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,1.0,0.0,GP_improb,GP_question
1364,gpt-4o,The rug lost its colors while Anne vacuumed.,Did the rug lose its colors?,1.0,0.0,nonGP_prob,simple_question
1365,gpt-4o,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,0.0,1.0,nonGP_prob,GP_question
1366,gpt-4o,The chameleon lost its colors while Anne vacuumed.,Did the chameleon lose its colors?,1.0,0.0,nonGP_improb,simple_question
1367,gpt-4o,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,1.0,0.0,nonGP_improb,GP_question
1368,gpt-4o-mini,While the secretary typed the memo neared completion.,Did the memo near completion?,1.0,0.0,GP_prob,simple_question
1369,gpt-4o-mini,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0,1.0,GP_prob,GP_question
1370,gpt-4o-mini,While the secretary typed the drawing neared completion.,Did the drawing near completion?,1.0,0.0,GP_improb,simple_question
1371,gpt-4o-mini,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,0.95,0.05,GP_improb,GP_question
1372,gpt-4o-mini,The memo neared completion while the secretary typed.,Did the memo near completion?,1.0,0.0,nonGP_prob,simple_question
1373,gpt-4o-mini,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.05,0.95,nonGP_prob,GP_question
1374,gpt-4o-mini,The drawing neared completion while the secretary typed.,Did the drawing near completion?,1.0,0.0,nonGP_improb,simple_question
1375,gpt-4o-mini,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,1.0,0.0,nonGP_improb,GP_question
1376,gpt-4o-mini,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,1.0,0.0,GP_prob,simple_question
1377,gpt-4o-mini,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.0,1.0,GP_prob,GP_question
1378,gpt-4o-mini,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,GP_improb,simple_question
1379,gpt-4o-mini,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,GP_improb,GP_question
1380,gpt-4o-mini,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,nonGP_prob,simple_question
1381,gpt-4o-mini,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,nonGP_prob,GP_question
1382,gpt-4o-mini,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,nonGP_improb,simple_question
1383,gpt-4o-mini,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,nonGP_improb,GP_question
1384,gpt-4o-mini,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,GP_prob,simple_question
1385,gpt-4o-mini,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,GP_prob,GP_question
1386,gpt-4o-mini,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,GP_improb,simple_question
1387,gpt-4o-mini,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,0.0,1.0,GP_improb,GP_question
1388,gpt-4o-mini,The horse sweated profusely while the cowboy rode.,Did the horse sweat profusely?,1.0,0.0,nonGP_prob,simple_question
1389,gpt-4o-mini,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,0.0,1.0,nonGP_prob,GP_question
1390,gpt-4o-mini,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,1.0,0.0,nonGP_improb,simple_question
1391,gpt-4o-mini,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,1.0,0.0,nonGP_improb,GP_question
1392,gpt-4o-mini,While Tom grilled the hot dog began to burn.,Did the hot dog begin to burn?,1.0,0.0,GP_prob,simple_question
1393,gpt-4o-mini,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,0.0,1.0,GP_prob,GP_question
1394,gpt-4o-mini,While Tom grilled the barn began to burn.,Did the barn begin to burn?,1.0,0.0,GP_improb,simple_question
1395,gpt-4o-mini,While Tom grilled the barn began to burn.,Did Tom grill the barn?,1.0,0.0,GP_improb,GP_question
1396,gpt-4o-mini,The hot dog began to burn while Tom grilled.,Did the hot dog begin to burn?,1.0,0.0,nonGP_prob,simple_question
1397,gpt-4o-mini,The hot dog began to burn while Tom grilled.,Did Tom grill the hot dog?,0.0,1.0,nonGP_prob,GP_question
1398,gpt-4o-mini,The barn began to burn while Tom grilled.,Did the barn begin to burn?,1.0,0.0,nonGP_improb,simple_question
1399,gpt-4o-mini,The barn began to burn while Tom grilled.,Did Tom grill the barn?,1.0,0.0,nonGP_improb,GP_question
1400,gpt-4o-mini,While the architect drew the building represented modern times style.,Did the building represent modern time style?,1.0,0.0,GP_prob,simple_question
1401,gpt-4o-mini,While the architect drew the building represented modern times style.,Did the architect draw the building?,0.0,1.0,GP_prob,GP_question
1402,gpt-4o-mini,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,1.0,0.0,GP_improb,simple_question
1403,gpt-4o-mini,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,0.0,1.0,GP_improb,GP_question
1404,gpt-4o-mini,The building represented modern times style while the architect drew.,Did the building represent modern time style?,1.0,0.0,nonGP_prob,simple_question
1405,gpt-4o-mini,The building represented modern times style while the architect drew.,Did the architect draw the building?,0.85,0.15,nonGP_prob,GP_question
1406,gpt-4o-mini,The melody represented modern times style while the architect drew.,Did the melody represent modern time style?,1.0,0.0,nonGP_improb,simple_question
1407,gpt-4o-mini,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,1.0,0.0,nonGP_improb,GP_question
1408,gpt-4o-mini,While the chef stirred the soup boiled over.,Did the soup boil over?,1.0,0.0,GP_prob,simple_question
1409,gpt-4o-mini,While the chef stirred the soup boiled over.,Did the chef stir the soup?,0.0,1.0,GP_prob,GP_question
1410,gpt-4o-mini,While the chef stirred the acid boiled over.,Did the acid boil over?,1.0,0.0,GP_improb,simple_question
1411,gpt-4o-mini,While the chef stirred the acid boiled over.,Did the chef stir the acid?,0.1,0.9,GP_improb,GP_question
1412,gpt-4o-mini,The soup boiled over while the chef stirred.,Did the soup boil over?,1.0,0.0,nonGP_prob,simple_question
1413,gpt-4o-mini,The soup boiled over while the chef stirred.,Did the chef stir the soup?,0.0,1.0,nonGP_prob,GP_question
1414,gpt-4o-mini,The acid boiled over while the chef stirred.,Did the acid boil over?,1.0,0.0,nonGP_improb,simple_question
1415,gpt-4o-mini,The acid boiled over while the chef stirred.,Did the chef stir the acid?,0.0,1.0,nonGP_improb,GP_question
1416,gpt-4o-mini,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tunnel echo with mysterious sounds?,1.0,0.0,GP_prob,simple_question
1417,gpt-4o-mini,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,0.0,1.0,GP_prob,GP_question
1418,gpt-4o-mini,While the tourist explored the trunk echoed with mysterious sounds.,Did the trunk echo with mysterious sounds?,1.0,0.0,GP_improb,simple_question
1419,gpt-4o-mini,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,0.75,0.25,GP_improb,GP_question
1420,gpt-4o-mini,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,1.0,0.0,nonGP_prob,simple_question
1421,gpt-4o-mini,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,0.0,1.0,nonGP_prob,GP_question
1422,gpt-4o-mini,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,1.0,0.0,nonGP_improb,simple_question
1423,gpt-4o-mini,The trunk echoed with mysterious sounds while the tourist explored.,Did the tourist explore the trunk?,0.75,0.25,nonGP_improb,GP_question
1424,gpt-4o-mini,While the woman drank the water spilled on the floor.,Did the water spill on the floor?,1.0,0.0,GP_prob,simple_question
1425,gpt-4o-mini,While the woman drank the water spilled on the floor.,Did the woman drink the water?,0.0,1.0,GP_prob,GP_question
1426,gpt-4o-mini,While the woman drank the mud spilled on the floor.,Did the mud spill on the floor?,1.0,0.0,GP_improb,simple_question
1427,gpt-4o-mini,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,0.0,1.0,GP_improb,GP_question
1428,gpt-4o-mini,The water spilled on the floor while the woman drank.,Did the water spill on the floor?,1.0,0.0,nonGP_prob,simple_question
1429,gpt-4o-mini,The water spilled on the floor while the woman drank.,Did the woman drink the water?,0.5,0.5,nonGP_prob,GP_question
1430,gpt-4o-mini,The mud spilled on the floor while the woman drank.,Did the mud spill on the floor?,1.0,0.0,nonGP_improb,simple_question
1431,gpt-4o-mini,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,1.0,0.0,nonGP_improb,GP_question
1432,gpt-4o-mini,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,1.0,0.0,GP_prob,simple_question
1433,gpt-4o-mini,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,0.0,1.0,GP_prob,GP_question
1434,gpt-4o-mini,While the snake swallowed the hippo kicked vigorously.,Did the hippo kick vigorously?,1.0,0.0,GP_improb,simple_question
1435,gpt-4o-mini,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,0.0,1.0,GP_improb,GP_question
1436,gpt-4o-mini,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,1.0,0.0,nonGP_prob,simple_question
1437,gpt-4o-mini,The frog kicked vigorously while the snake swallowed.,Did the snake swallow the frog?,1.0,0.0,nonGP_prob,GP_question
1438,gpt-4o-mini,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,1.0,0.0,nonGP_improb,simple_question
1439,gpt-4o-mini,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,1.0,0.0,nonGP_improb,GP_question
1440,gpt-4o-mini,While the lion attacked the baboon screamed in terror.,Did the baboon scream in terror?,1.0,0.0,GP_prob,simple_question
1441,gpt-4o-mini,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,0.0,1.0,GP_prob,GP_question
1442,gpt-4o-mini,While the lion attacked the penguin screamed in terror.,Did the penguin scream in terror?,1.0,0.0,GP_improb,simple_question
1443,gpt-4o-mini,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,0.0,1.0,GP_improb,GP_question
1444,gpt-4o-mini,The baboon screamed in terror while the lion attacked.,Did the baboon scream in terror?,1.0,0.0,nonGP_prob,simple_question
1445,gpt-4o-mini,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,0.0,1.0,nonGP_prob,GP_question
1446,gpt-4o-mini,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,1.0,0.0,nonGP_improb,simple_question
1447,gpt-4o-mini,The penguin screamed in terror while the lion attacked.,Did the lion attack the penguin?,0.0,1.0,nonGP_improb,GP_question
1448,gpt-4o-mini,While the maid dusted the picture tipped over.,Did the picture tip over?,1.0,0.0,GP_prob,simple_question
1449,gpt-4o-mini,While the maid dusted the picture tipped over.,Did the maid dust the picture?,0.0,1.0,GP_prob,GP_question
1450,gpt-4o-mini,While the maid dusted the cow tipped over.,Did the cow tip over?,1.0,0.0,GP_improb,simple_question
1451,gpt-4o-mini,While the maid dusted the cow tipped over.,Did the maid dust the cow?,0.85,0.15,GP_improb,GP_question
1452,gpt-4o-mini,The picture tipped over while the maid dusted.,Did the picture tip over?,1.0,0.0,nonGP_prob,simple_question
1453,gpt-4o-mini,The picture tipped over while the maid dusted.,Did the maid dust the picture?,0.65,0.35,nonGP_prob,GP_question
1454,gpt-4o-mini,The cow tipped over while the maid dusted.,Did the cow tip over?,1.0,0.0,nonGP_improb,simple_question
1455,gpt-4o-mini,The cow tipped over while the maid dusted.,Did the maid dust the cow?,1.0,0.0,nonGP_improb,GP_question
1456,gpt-4o-mini,While the teacher counted the children formed a line.,Did the children form a line?,1.0,0.0,GP_prob,simple_question
1457,gpt-4o-mini,While the teacher counted the children formed a line.,Did the teacher count the children?,0.0,1.0,GP_prob,GP_question
1458,gpt-4o-mini,While the teacher counted the ants formed a line.,Did the ants form a line?,1.0,0.0,GP_improb,simple_question
1459,gpt-4o-mini,While the teacher counted the ants formed a line.,Did the teacher count the ants?,0.0,1.0,GP_improb,GP_question
1460,gpt-4o-mini,The children formed a line while the teacher counted.,Did the children form a line?,1.0,0.0,nonGP_prob,simple_question
1461,gpt-4o-mini,The children formed a line while the teacher counted.,Did the teacher count the children?,0.75,0.25,nonGP_prob,GP_question
1462,gpt-4o-mini,The ants formed a line while the teacher counted.,Did the ants form a line?,1.0,0.0,nonGP_improb,simple_question
1463,gpt-4o-mini,The ants formed a line while the teacher counted.,Did the teacher count the ants?,1.0,0.0,nonGP_improb,GP_question
1464,gpt-4o-mini,While the champion raced the challenger stumbled and fell.,Did the challenger stumble and fall?,1.0,0.0,GP_prob,simple_question
1465,gpt-4o-mini,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,0.0,1.0,GP_prob,GP_question
1466,gpt-4o-mini,While the champion raced the spectator stumbled and fell.,Did the spectator stumble and fall?,1.0,0.0,GP_improb,simple_question
1467,gpt-4o-mini,While the champion raced the spectator stumbled and fell.,Did the champion race the spectator?,1.0,0.0,GP_improb,GP_question
1468,gpt-4o-mini,The challenger stumbled and fell while the champion raced.,Did the challenger stumble and fall?,1.0,0.0,nonGP_prob,simple_question
1469,gpt-4o-mini,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,1.0,0.0,nonGP_prob,GP_question
1470,gpt-4o-mini,The spectator stumbled and fell while the champion raced.,Did the spectator stumble and fall?,1.0,0.0,nonGP_improb,simple_question
1471,gpt-4o-mini,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,1.0,0.0,nonGP_improb,GP_question
1472,gpt-4o-mini,While Jerry played the violin went out of tune.,Did the violin go out of tune?,1.0,0.0,GP_prob,simple_question
1473,gpt-4o-mini,While Jerry played the violin went out of tune.,Did Jerry play the violin?,0.0,1.0,GP_prob,GP_question
1474,gpt-4o-mini,While Jerry played the speakers went out of tune.,Did the speakers go out of tune?,1.0,0.0,GP_improb,simple_question
1475,gpt-4o-mini,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,1.0,0.0,GP_improb,GP_question
1476,gpt-4o-mini,The violin went out of tune while jerry played.,Did the violin go out of tune?,1.0,0.0,nonGP_prob,simple_question
1477,gpt-4o-mini,The violin went out of tune while jerry played.,Did Jerry play the violin?,0.0,1.0,nonGP_prob,GP_question
1478,gpt-4o-mini,The speakers went out of tune while jerry played.,Did the speakers go out of tune?,1.0,0.0,nonGP_improb,simple_question
1479,gpt-4o-mini,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,1.0,0.0,nonGP_improb,GP_question
1480,gpt-4o-mini,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,1.0,0.0,GP_prob,simple_question
1481,gpt-4o-mini,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,0.0,1.0,GP_prob,GP_question
1482,gpt-4o-mini,While the girl painted the music slowly faded outside.,Did the music slowly fade outside?,1.0,0.0,GP_improb,simple_question
1483,gpt-4o-mini,While the girl painted the music slowly faded outside.,Did the girl paint the music?,1.0,0.0,GP_improb,GP_question
1484,gpt-4o-mini,The rainbow slowly faded outside while the girl painted.,Did the rainbow slowly fade outside?,1.0,0.0,nonGP_prob,simple_question
1485,gpt-4o-mini,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,1.0,0.0,nonGP_prob,GP_question
1486,gpt-4o-mini,The music slowly faded outside while the girl painted.,Did the music slowly fade outside?,1.0,0.0,nonGP_improb,simple_question
1487,gpt-4o-mini,The music slowly faded outside while the girl painted.,Did the girl paint the music?,1.0,0.0,nonGP_improb,GP_question
1488,gpt-4o-mini,While Kendra parked the van bumped the curb.,Did the van bump the curb?,1.0,0.0,GP_prob,simple_question
1489,gpt-4o-mini,While Kendra parked the van bumped the curb.,Did Kendra park the van?,0.0,1.0,GP_prob,GP_question
1490,gpt-4o-mini,While Kendra parked the horse bumped the curb.,Did the horse bump the curb?,1.0,0.0,GP_improb,simple_question
1491,gpt-4o-mini,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,1.0,0.0,GP_improb,GP_question
1492,gpt-4o-mini,The van bumped the curb while Kendra parked.,Did the van bump the curb?,1.0,0.0,nonGP_prob,simple_question
1493,gpt-4o-mini,The van bumped the curb while Kendra parked.,Did Kendra park the van?,0.0,1.0,nonGP_prob,GP_question
1494,gpt-4o-mini,The horse bumped the curb while Kendra parked.,Did the horse bump the curb?,1.0,0.0,nonGP_improb,simple_question
1495,gpt-4o-mini,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,1.0,0.0,nonGP_improb,GP_question
1496,gpt-4o-mini,While Angela cleaned the dog stood in the yard.,Did the dog stand in the yard?,1.0,0.0,GP_prob,simple_question
1497,gpt-4o-mini,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,0.0,1.0,GP_prob,GP_question
1498,gpt-4o-mini,While Angela cleaned the mailman stood in the yard.,Did the mailman stand in the yard?,1.0,0.0,GP_improb,simple_question
1499,gpt-4o-mini,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,1.0,0.0,GP_improb,GP_question
1500,gpt-4o-mini,The dog stood in the yard while Angela cleaned.,Did the dog stand in the yard?,1.0,0.0,nonGP_prob,simple_question
1501,gpt-4o-mini,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,1.0,0.0,nonGP_prob,GP_question
1502,gpt-4o-mini,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,1.0,0.0,nonGP_improb,simple_question
1503,gpt-4o-mini,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,1.0,0.0,nonGP_improb,GP_question
1504,gpt-4o-mini,While the sailor smoked the pipe glowed brightly.,Did the pipe glow brightly?,1.0,0.0,GP_prob,simple_question
1505,gpt-4o-mini,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,0.4,0.6,GP_prob,GP_question
1506,gpt-4o-mini,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,1.0,0.0,GP_improb,simple_question
1507,gpt-4o-mini,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,1.0,0.0,GP_improb,GP_question
1508,gpt-4o-mini,The pipe glowed brightly while the sailor smoked.,Did the pipe glow brightly?,1.0,0.0,nonGP_prob,simple_question
1509,gpt-4o-mini,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,1.0,0.0,nonGP_prob,GP_question
1510,gpt-4o-mini,The firefly glowed brightly while the sailor smoked.,Did the firefly glow brightly?,1.0,0.0,nonGP_improb,simple_question
1511,gpt-4o-mini,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,1.0,0.0,nonGP_improb,GP_question
1512,gpt-4o-mini,While the tourist filmed the dancer blocked the sidewalk.,Did the dancer block the sidewalk?,1.0,0.0,GP_prob,simple_question
1513,gpt-4o-mini,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.0,1.0,GP_prob,GP_question
1514,gpt-4o-mini,While the tourist filmed the trashbags blocked the sidewalk.,Did the trashbags block the sidewalk?,1.0,0.0,GP_improb,simple_question
1515,gpt-4o-mini,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,0.0,1.0,GP_improb,GP_question
1516,gpt-4o-mini,The dancer blocked the sidewalk while the tourist filmed.,Did the dancer block the sidewalk?,1.0,0.0,nonGP_prob,simple_question
1517,gpt-4o-mini,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.9,0.1,nonGP_prob,GP_question
1518,gpt-4o-mini,The trashbags blocked the sidewalk while the tourist filmed.,Did the trashbags block the sidewalk?,1.0,0.0,nonGP_improb,simple_question
1519,gpt-4o-mini,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,1.0,0.0,nonGP_improb,GP_question
1520,gpt-4o-mini,While the athlete wrestled the opponent shouted insults.,Did the opponent shout insults?,1.0,0.0,GP_prob,simple_question
