,model,sentence,question,correct,incorrect,sent_type,quest_type
2264,meta-llama/Llama-2-70b-hf,While the clown juggled the balls fell on the ground.,Did the balls fall on the ground?,1.0,0.0,GP_prob,simple_question
2265,meta-llama/Llama-2-70b-hf,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,,,GP_prob,GP_question
2266,meta-llama/Llama-2-70b-hf,While the clown juggled the cats fell on the ground.,Did the cats fall on the ground?,1.0,0.0,GP_improb,simple_question
2267,meta-llama/Llama-2-70b-hf,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,,,GP_improb,GP_question
2268,meta-llama/Llama-2-70b-hf,The balls fell on the ground while the clown juggled.,Did the balls fall on the ground?,1.0,0.0,nonGP_prob,simple_question
2269,meta-llama/Llama-2-70b-hf,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,0.0,1.0,nonGP_prob,GP_question
2270,meta-llama/Llama-2-70b-hf,The cats fell on the ground while the clown juggled.,Did the cats fall on the ground?,1.0,0.0,nonGP_improb,simple_question
2271,meta-llama/Llama-2-70b-hf,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,0.0,1.0,nonGP_improb,GP_question
2272,meta-llama/Llama-2-70b-hf,While Anne vacuumed the rug lost its colors.,Did the rug lose its colors?,1.0,0.0,GP_prob,simple_question
2273,meta-llama/Llama-2-70b-hf,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,,,GP_prob,GP_question
2274,meta-llama/Llama-2-70b-hf,While Anne vacuumed the chameleon lost its colors.,Did the chameleon lose its colors?,1.0,0.0,GP_improb,simple_question
2275,meta-llama/Llama-2-70b-hf,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,0.0,1.0,GP_improb,GP_question
2276,meta-llama/Llama-2-70b-hf,The rug lost its colors while Anne vacuumed.,Did the rug lose its colors?,1.0,0.0,nonGP_prob,simple_question
2277,meta-llama/Llama-2-70b-hf,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,0.0,1.0,nonGP_prob,GP_question
2278,meta-llama/Llama-2-70b-hf,The chameleon lost its colors while Anne vacuumed.,Did the chameleon lose its colors?,1.0,0.0,nonGP_improb,simple_question
2279,meta-llama/Llama-2-70b-hf,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,0.0,1.0,nonGP_improb,GP_question
2280,meta-llama/Llama-2-70b-chat-hf,While the secretary typed the memo neared completion.,Did the memo near completion?,0.1659534275531768,0.8340466022491455,GP_prob,simple_question
2281,meta-llama/Llama-2-70b-chat-hf,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0,1.0,GP_prob,GP_question
2282,meta-llama/Llama-2-70b-chat-hf,While the secretary typed the drawing neared completion.,Did the drawing near completion?,0.0,1.0,GP_improb,simple_question
2283,meta-llama/Llama-2-70b-chat-hf,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,1.0,0.0,GP_improb,GP_question
2284,meta-llama/Llama-2-70b-chat-hf,The memo neared completion while the secretary typed.,Did the memo near completion?,0.8967347145080566,0.1032652631402015,nonGP_prob,simple_question
2285,meta-llama/Llama-2-70b-chat-hf,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.3545818924903869,0.6454181671142578,nonGP_prob,GP_question
2286,meta-llama/Llama-2-70b-chat-hf,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.837619960308075,0.1623800247907638,nonGP_improb,simple_question
2287,meta-llama/Llama-2-70b-chat-hf,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,,,nonGP_improb,GP_question
2288,meta-llama/Llama-2-70b-chat-hf,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.7159537672996521,0.2840462327003479,GP_prob,simple_question
2289,meta-llama/Llama-2-70b-chat-hf,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.0,1.0,GP_prob,GP_question
2290,meta-llama/Llama-2-70b-chat-hf,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,GP_improb,simple_question
2291,meta-llama/Llama-2-70b-chat-hf,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,,,GP_improb,GP_question
2292,meta-llama/Llama-2-70b-chat-hf,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,nonGP_prob,simple_question
2293,meta-llama/Llama-2-70b-chat-hf,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,,,nonGP_prob,GP_question
2294,meta-llama/Llama-2-70b-chat-hf,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,nonGP_improb,simple_question
2295,meta-llama/Llama-2-70b-chat-hf,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,,,nonGP_improb,GP_question
2296,meta-llama/Llama-2-70b-chat-hf,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,0.5260180234909058,0.473982036113739,GP_prob,simple_question
2297,meta-llama/Llama-2-70b-chat-hf,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,GP_prob,GP_question
2298,meta-llama/Llama-2-70b-chat-hf,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,GP_improb,simple_question
2299,meta-llama/Llama-2-70b-chat-hf,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,0.0,1.0,GP_improb,GP_question
2300,meta-llama/Llama-2-70b-chat-hf,The horse sweated profusely while the cowboy rode.,Did the horse sweat profusely?,1.0,0.0,nonGP_prob,simple_question
2301,meta-llama/Llama-2-70b-chat-hf,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,0.0,1.0,nonGP_prob,GP_question
2302,meta-llama/Llama-2-70b-chat-hf,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,1.0,0.0,nonGP_improb,simple_question
2303,meta-llama/Llama-2-70b-chat-hf,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,,,nonGP_improb,GP_question
2304,meta-llama/Llama-2-70b-chat-hf,While Tom grilled the hot dog began to burn.,Did the hot dog begin to burn?,1.0,0.0,GP_prob,simple_question
2305,meta-llama/Llama-2-70b-chat-hf,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,0.0,1.0,GP_prob,GP_question
2306,meta-llama/Llama-2-70b-chat-hf,While Tom grilled the barn began to burn.,Did the barn begin to burn?,1.0,0.0,GP_improb,simple_question
2307,meta-llama/Llama-2-70b-chat-hf,While Tom grilled the barn began to burn.,Did Tom grill the barn?,1.0,0.0,GP_improb,GP_question
2308,meta-llama/Llama-2-70b-chat-hf,The hot dog began to burn while Tom grilled.,Did the hot dog begin to burn?,1.0,0.0,nonGP_prob,simple_question
2309,meta-llama/Llama-2-70b-chat-hf,The hot dog began to burn while Tom grilled.,Did Tom grill the hot dog?,0.0,1.0,nonGP_prob,GP_question
2310,meta-llama/Llama-2-70b-chat-hf,The barn began to burn while Tom grilled.,Did the barn begin to burn?,1.0,0.0,nonGP_improb,simple_question
2311,meta-llama/Llama-2-70b-chat-hf,The barn began to burn while Tom grilled.,Did Tom grill the barn?,,,nonGP_improb,GP_question
2312,meta-llama/Llama-2-70b-chat-hf,While the architect drew the building represented modern times style.,Did the building represent modern time style?,1.0,0.0,GP_prob,simple_question
2313,meta-llama/Llama-2-70b-chat-hf,While the architect drew the building represented modern times style.,Did the architect draw the building?,0.0,1.0,GP_prob,GP_question
2314,meta-llama/Llama-2-70b-chat-hf,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,0.0,1.0,GP_improb,simple_question
2315,meta-llama/Llama-2-70b-chat-hf,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,1.0,0.0,GP_improb,GP_question
2316,meta-llama/Llama-2-70b-chat-hf,The building represented modern times style while the architect drew.,Did the building represent modern time style?,1.0,0.0,nonGP_prob,simple_question
2317,meta-llama/Llama-2-70b-chat-hf,The building represented modern times style while the architect drew.,Did the architect draw the building?,0.0,1.0,nonGP_prob,GP_question
2318,meta-llama/Llama-2-70b-chat-hf,The melody represented modern times style while the architect drew.,Did the melody represent modern time style?,1.0,0.0,nonGP_improb,simple_question
2319,meta-llama/Llama-2-70b-chat-hf,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,,,nonGP_improb,GP_question
2320,meta-llama/Llama-2-70b-chat-hf,While the chef stirred the soup boiled over.,Did the soup boil over?,1.0,0.0,GP_prob,simple_question
2321,meta-llama/Llama-2-70b-chat-hf,While the chef stirred the soup boiled over.,Did the chef stir the soup?,0.0,1.0,GP_prob,GP_question
2322,meta-llama/Llama-2-70b-chat-hf,While the chef stirred the acid boiled over.,Did the acid boil over?,0.6970589756965637,0.3029409945011139,GP_improb,simple_question
2323,meta-llama/Llama-2-70b-chat-hf,While the chef stirred the acid boiled over.,Did the chef stir the acid?,0.5260184407234192,0.4739815294742584,GP_improb,GP_question
2324,meta-llama/Llama-2-70b-chat-hf,The soup boiled over while the chef stirred.,Did the soup boil over?,1.0,0.0,nonGP_prob,simple_question
2325,meta-llama/Llama-2-70b-chat-hf,The soup boiled over while the chef stirred.,Did the chef stir the soup?,,,nonGP_prob,GP_question
2326,meta-llama/Llama-2-70b-chat-hf,The acid boiled over while the chef stirred.,Did the acid boil over?,1.0,0.0,nonGP_improb,simple_question
2327,meta-llama/Llama-2-70b-chat-hf,The acid boiled over while the chef stirred.,Did the chef stir the acid?,,,nonGP_improb,GP_question
2328,meta-llama/Llama-2-70b-chat-hf,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tunnel echo with mysterious sounds?,1.0,0.0,GP_prob,simple_question
2329,meta-llama/Llama-2-70b-chat-hf,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,0.0,1.0,GP_prob,GP_question
2330,meta-llama/Llama-2-70b-chat-hf,While the tourist explored the trunk echoed with mysterious sounds.,Did the trunk echo with mysterious sounds?,0.0,1.0,GP_improb,simple_question
2331,meta-llama/Llama-2-70b-chat-hf,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,0.0,1.0,GP_improb,GP_question
2332,meta-llama/Llama-2-70b-chat-hf,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,1.0,0.0,nonGP_prob,simple_question
2333,meta-llama/Llama-2-70b-chat-hf,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,0.0,1.0,nonGP_prob,GP_question
2334,meta-llama/Llama-2-70b-chat-hf,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,1.0,0.0,nonGP_improb,simple_question
2335,meta-llama/Llama-2-70b-chat-hf,The trunk echoed with mysterious sounds while the tourist explored.,Did the tourist explore the trunk?,,,nonGP_improb,GP_question
2336,meta-llama/Llama-2-70b-chat-hf,While the woman drank the water spilled on the floor.,Did the water spill on the floor?,0.36658975481987,0.6334102749824524,GP_prob,simple_question
2337,meta-llama/Llama-2-70b-chat-hf,While the woman drank the water spilled on the floor.,Did the woman drink the water?,0.0,1.0,GP_prob,GP_question
2338,meta-llama/Llama-2-70b-chat-hf,While the woman drank the mud spilled on the floor.,Did the mud spill on the floor?,0.0,1.0,GP_improb,simple_question
2339,meta-llama/Llama-2-70b-chat-hf,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,1.0,0.0,GP_improb,GP_question
2340,meta-llama/Llama-2-70b-chat-hf,The water spilled on the floor while the woman drank.,Did the water spill on the floor?,1.0,0.0,nonGP_prob,simple_question
2341,meta-llama/Llama-2-70b-chat-hf,The water spilled on the floor while the woman drank.,Did the woman drink the water?,1.0,0.0,nonGP_prob,GP_question
2342,meta-llama/Llama-2-70b-chat-hf,The mud spilled on the floor while the woman drank.,Did the mud spill on the floor?,1.0,0.0,nonGP_improb,simple_question
2343,meta-llama/Llama-2-70b-chat-hf,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,,,nonGP_improb,GP_question
2344,meta-llama/Llama-2-70b-chat-hf,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,1.0,0.0,GP_prob,simple_question
2345,meta-llama/Llama-2-70b-chat-hf,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,0.0,1.0,GP_prob,GP_question
2346,meta-llama/Llama-2-70b-chat-hf,While the snake swallowed the hippo kicked vigorously.,Did the hippo kick vigorously?,1.0,0.0,GP_improb,simple_question
2347,meta-llama/Llama-2-70b-chat-hf,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,0.0,1.0,GP_improb,GP_question
2348,meta-llama/Llama-2-70b-chat-hf,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,1.0,0.0,nonGP_prob,simple_question
2349,meta-llama/Llama-2-70b-chat-hf,The frog kicked vigorously while the snake swallowed.,Did the snake swallow the frog?,,,nonGP_prob,GP_question
2350,meta-llama/Llama-2-70b-chat-hf,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,1.0,0.0,nonGP_improb,simple_question
2351,meta-llama/Llama-2-70b-chat-hf,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,,,nonGP_improb,GP_question
2352,meta-llama/Llama-2-70b-chat-hf,While the lion attacked the baboon screamed in terror.,Did the baboon scream in terror?,,,GP_prob,simple_question
2353,meta-llama/Llama-2-70b-chat-hf,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,0.0,1.0,GP_prob,GP_question
2354,meta-llama/Llama-2-70b-chat-hf,While the lion attacked the penguin screamed in terror.,Did the penguin scream in terror?,,,GP_improb,simple_question
2355,meta-llama/Llama-2-70b-chat-hf,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,0.0,1.0,GP_improb,GP_question
2356,meta-llama/Llama-2-70b-chat-hf,The baboon screamed in terror while the lion attacked.,Did the baboon scream in terror?,,,nonGP_prob,simple_question
2357,meta-llama/Llama-2-70b-chat-hf,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,0.0,1.0,nonGP_prob,GP_question
2358,meta-llama/Llama-2-70b-chat-hf,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,,,nonGP_improb,simple_question
2359,meta-llama/Llama-2-70b-chat-hf,The penguin screamed in terror while the lion attacked.,Did the lion attack the penguin?,0.0,1.0,nonGP_improb,GP_question
2360,meta-llama/Llama-2-70b-chat-hf,While the maid dusted the picture tipped over.,Did the picture tip over?,1.0,0.0,GP_prob,simple_question
2361,meta-llama/Llama-2-70b-chat-hf,While the maid dusted the picture tipped over.,Did the maid dust the picture?,0.0,1.0,GP_prob,GP_question
2362,meta-llama/Llama-2-70b-chat-hf,While the maid dusted the cow tipped over.,Did the cow tip over?,1.0,0.0,GP_improb,simple_question
2363,meta-llama/Llama-2-70b-chat-hf,While the maid dusted the cow tipped over.,Did the maid dust the cow?,1.0,0.0,GP_improb,GP_question
2364,meta-llama/Llama-2-70b-chat-hf,The picture tipped over while the maid dusted.,Did the picture tip over?,1.0,0.0,nonGP_prob,simple_question
2365,meta-llama/Llama-2-70b-chat-hf,The picture tipped over while the maid dusted.,Did the maid dust the picture?,1.0,0.0,nonGP_prob,GP_question
2366,meta-llama/Llama-2-70b-chat-hf,The cow tipped over while the maid dusted.,Did the cow tip over?,1.0,0.0,nonGP_improb,simple_question
2367,meta-llama/Llama-2-70b-chat-hf,The cow tipped over while the maid dusted.,Did the maid dust the cow?,,,nonGP_improb,GP_question
2368,meta-llama/Llama-2-70b-chat-hf,While the teacher counted the children formed a line.,Did the children form a line?,,,GP_prob,simple_question
2369,meta-llama/Llama-2-70b-chat-hf,While the teacher counted the children formed a line.,Did the teacher count the children?,,,GP_prob,GP_question
2370,meta-llama/Llama-2-70b-chat-hf,While the teacher counted the ants formed a line.,Did the ants form a line?,,,GP_improb,simple_question
2371,meta-llama/Llama-2-70b-chat-hf,While the teacher counted the ants formed a line.,Did the teacher count the ants?,,,GP_improb,GP_question
2372,meta-llama/Llama-2-70b-chat-hf,The children formed a line while the teacher counted.,Did the children form a line?,,,nonGP_prob,simple_question
2373,meta-llama/Llama-2-70b-chat-hf,The children formed a line while the teacher counted.,Did the teacher count the children?,,,nonGP_prob,GP_question
2374,meta-llama/Llama-2-70b-chat-hf,The ants formed a line while the teacher counted.,Did the ants form a line?,,,nonGP_improb,simple_question
2375,meta-llama/Llama-2-70b-chat-hf,The ants formed a line while the teacher counted.,Did the teacher count the ants?,,,nonGP_improb,GP_question
2376,meta-llama/Llama-2-70b-chat-hf,While the champion raced the challenger stumbled and fell.,Did the challenger stumble and fall?,1.0,0.0,GP_prob,simple_question
2377,meta-llama/Llama-2-70b-chat-hf,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,0.0,1.0,GP_prob,GP_question
2378,meta-llama/Llama-2-70b-chat-hf,While the champion raced the spectator stumbled and fell.,Did the spectator stumble and fall?,1.0,0.0,GP_improb,simple_question
2379,meta-llama/Llama-2-70b-chat-hf,While the champion raced the spectator stumbled and fell.,Did the champion race the spectator?,,,GP_improb,GP_question
2380,meta-llama/Llama-2-70b-chat-hf,The challenger stumbled and fell while the champion raced.,Did the challenger stumble and fall?,1.0,0.0,nonGP_prob,simple_question
2381,meta-llama/Llama-2-70b-chat-hf,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,,,nonGP_prob,GP_question
2382,meta-llama/Llama-2-70b-chat-hf,The spectator stumbled and fell while the champion raced.,Did the spectator stumble and fall?,1.0,0.0,nonGP_improb,simple_question
2383,meta-llama/Llama-2-70b-chat-hf,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,,,nonGP_improb,GP_question
2384,meta-llama/Llama-2-70b-chat-hf,While Jerry played the violin went out of tune.,Did the violin go out of tune?,1.0,0.0,GP_prob,simple_question
2385,meta-llama/Llama-2-70b-chat-hf,While Jerry played the violin went out of tune.,Did Jerry play the violin?,0.0,1.0,GP_prob,GP_question
2386,meta-llama/Llama-2-70b-chat-hf,While Jerry played the speakers went out of tune.,Did the speakers go out of tune?,,,GP_improb,simple_question
2387,meta-llama/Llama-2-70b-chat-hf,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,1.0,0.0,GP_improb,GP_question
2388,meta-llama/Llama-2-70b-chat-hf,The violin went out of tune while jerry played.,Did the violin go out of tune?,1.0,0.0,nonGP_prob,simple_question
2389,meta-llama/Llama-2-70b-chat-hf,The violin went out of tune while jerry played.,Did Jerry play the violin?,0.0,1.0,nonGP_prob,GP_question
2390,meta-llama/Llama-2-70b-chat-hf,The speakers went out of tune while jerry played.,Did the speakers go out of tune?,1.0,0.0,nonGP_improb,simple_question
2391,meta-llama/Llama-2-70b-chat-hf,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,1.0,0.0,nonGP_improb,GP_question
2392,meta-llama/Llama-2-70b-chat-hf,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,,,GP_prob,simple_question
2393,meta-llama/Llama-2-70b-chat-hf,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,0.0,1.0,GP_prob,GP_question
2394,meta-llama/Llama-2-70b-chat-hf,While the girl painted the music slowly faded outside.,Did the music slowly fade outside?,,,GP_improb,simple_question
2395,meta-llama/Llama-2-70b-chat-hf,While the girl painted the music slowly faded outside.,Did the girl paint the music?,,,GP_improb,GP_question
2396,meta-llama/Llama-2-70b-chat-hf,The rainbow slowly faded outside while the girl painted.,Did the rainbow slowly fade outside?,1.0,0.0,nonGP_prob,simple_question
2397,meta-llama/Llama-2-70b-chat-hf,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,,,nonGP_prob,GP_question
2398,meta-llama/Llama-2-70b-chat-hf,The music slowly faded outside while the girl painted.,Did the music slowly fade outside?,1.0,0.0,nonGP_improb,simple_question
2399,meta-llama/Llama-2-70b-chat-hf,The music slowly faded outside while the girl painted.,Did the girl paint the music?,1.0,0.0,nonGP_improb,GP_question
2400,meta-llama/Llama-2-70b-chat-hf,While Kendra parked the van bumped the curb.,Did the van bump the curb?,1.0,0.0,GP_prob,simple_question
2401,meta-llama/Llama-2-70b-chat-hf,While Kendra parked the van bumped the curb.,Did Kendra park the van?,0.0,1.0,GP_prob,GP_question
2402,meta-llama/Llama-2-70b-chat-hf,While Kendra parked the horse bumped the curb.,Did the horse bump the curb?,1.0,0.0,GP_improb,simple_question
2403,meta-llama/Llama-2-70b-chat-hf,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,0.0,1.0,GP_improb,GP_question
2404,meta-llama/Llama-2-70b-chat-hf,The van bumped the curb while Kendra parked.,Did the van bump the curb?,1.0,0.0,nonGP_prob,simple_question
2405,meta-llama/Llama-2-70b-chat-hf,The van bumped the curb while Kendra parked.,Did Kendra park the van?,,,nonGP_prob,GP_question
2406,meta-llama/Llama-2-70b-chat-hf,The horse bumped the curb while Kendra parked.,Did the horse bump the curb?,1.0,0.0,nonGP_improb,simple_question
2407,meta-llama/Llama-2-70b-chat-hf,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,,,nonGP_improb,GP_question
2408,meta-llama/Llama-2-70b-chat-hf,While Angela cleaned the dog stood in the yard.,Did the dog stand in the yard?,1.0,0.0,GP_prob,simple_question
2409,meta-llama/Llama-2-70b-chat-hf,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,,,GP_prob,GP_question
2410,meta-llama/Llama-2-70b-chat-hf,While Angela cleaned the mailman stood in the yard.,Did the mailman stand in the yard?,1.0,0.0,GP_improb,simple_question
2411,meta-llama/Llama-2-70b-chat-hf,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,,,GP_improb,GP_question
2412,meta-llama/Llama-2-70b-chat-hf,The dog stood in the yard while Angela cleaned.,Did the dog stand in the yard?,1.0,0.0,nonGP_prob,simple_question
2413,meta-llama/Llama-2-70b-chat-hf,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,,,nonGP_prob,GP_question
2414,meta-llama/Llama-2-70b-chat-hf,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,1.0,0.0,nonGP_improb,simple_question
2415,meta-llama/Llama-2-70b-chat-hf,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,,,nonGP_improb,GP_question
2416,meta-llama/Llama-2-70b-chat-hf,While the sailor smoked the pipe glowed brightly.,Did the pipe glow brightly?,1.0,0.0,GP_prob,simple_question
2417,meta-llama/Llama-2-70b-chat-hf,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,0.0,1.0,GP_prob,GP_question
2418,meta-llama/Llama-2-70b-chat-hf,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,1.0,0.0,GP_improb,simple_question
2419,meta-llama/Llama-2-70b-chat-hf,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,1.0,0.0,GP_improb,GP_question
2420,meta-llama/Llama-2-70b-chat-hf,The pipe glowed brightly while the sailor smoked.,Did the pipe glow brightly?,1.0,0.0,nonGP_prob,simple_question
2421,meta-llama/Llama-2-70b-chat-hf,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,,,nonGP_prob,GP_question
2422,meta-llama/Llama-2-70b-chat-hf,The firefly glowed brightly while the sailor smoked.,Did the firefly glow brightly?,1.0,0.0,nonGP_improb,simple_question
2423,meta-llama/Llama-2-70b-chat-hf,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,1.0,0.0,nonGP_improb,GP_question
2424,meta-llama/Llama-2-70b-chat-hf,While the tourist filmed the dancer blocked the sidewalk.,Did the dancer block the sidewalk?,1.0,0.0,GP_prob,simple_question
2425,meta-llama/Llama-2-70b-chat-hf,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.0,1.0,GP_prob,GP_question
2426,meta-llama/Llama-2-70b-chat-hf,While the tourist filmed the trashbags blocked the sidewalk.,Did the trashbags block the sidewalk?,1.0,0.0,GP_improb,simple_question
2427,meta-llama/Llama-2-70b-chat-hf,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,0.0,1.0,GP_improb,GP_question
2428,meta-llama/Llama-2-70b-chat-hf,The dancer blocked the sidewalk while the tourist filmed.,Did the dancer block the sidewalk?,1.0,0.0,nonGP_prob,simple_question
2429,meta-llama/Llama-2-70b-chat-hf,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.0,1.0,nonGP_prob,GP_question
2430,meta-llama/Llama-2-70b-chat-hf,The trashbags blocked the sidewalk while the tourist filmed.,Did the trashbags block the sidewalk?,1.0,0.0,nonGP_improb,simple_question
2431,meta-llama/Llama-2-70b-chat-hf,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,1.0,0.0,nonGP_improb,GP_question
2432,meta-llama/Llama-2-70b-chat-hf,While the athlete wrestled the opponent shouted insults.,Did the opponent shout insults?,,,GP_prob,simple_question
2433,meta-llama/Llama-2-70b-chat-hf,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,0.0,1.0,GP_prob,GP_question
2434,meta-llama/Llama-2-70b-chat-hf,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,,,GP_improb,simple_question
2435,meta-llama/Llama-2-70b-chat-hf,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,,,GP_improb,GP_question
2436,meta-llama/Llama-2-70b-chat-hf,The opponent shouted insults while the athlete wrestled.,Did the opponent shout insults?,,,nonGP_prob,simple_question
2437,meta-llama/Llama-2-70b-chat-hf,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,1.0,0.0,nonGP_prob,GP_question
2438,meta-llama/Llama-2-70b-chat-hf,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,,,nonGP_improb,simple_question
2439,meta-llama/Llama-2-70b-chat-hf,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,,,nonGP_improb,GP_question
2440,meta-llama/Llama-2-70b-chat-hf,While the warrior fought the enemy retreated.,Did the enemy retreat?,,,GP_prob,simple_question
2441,meta-llama/Llama-2-70b-chat-hf,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.0,1.0,GP_prob,GP_question
2442,meta-llama/Llama-2-70b-chat-hf,While the warrior fought the rhino retreated.,Did the rhino retreat?,,,GP_improb,simple_question
2443,meta-llama/Llama-2-70b-chat-hf,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.0,1.0,GP_improb,GP_question
2444,meta-llama/Llama-2-70b-chat-hf,The enemy retreated while the warrior fought.,Did the enemy retreat?,,,nonGP_prob,simple_question
2445,meta-llama/Llama-2-70b-chat-hf,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.0,1.0,nonGP_prob,GP_question
2446,meta-llama/Llama-2-70b-chat-hf,The rhino retreated while the warrior fought.,Did the rhino retreat?,,,nonGP_improb,simple_question
2447,meta-llama/Llama-2-70b-chat-hf,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,,,nonGP_improb,GP_question
2448,meta-llama/Llama-2-70b-chat-hf,While Harry chewed the steak fell to the floor.,Did the steak fall to the floor?,1.0,0.0,GP_prob,simple_question
2449,meta-llama/Llama-2-70b-chat-hf,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,0.0,1.0,GP_prob,GP_question
2450,meta-llama/Llama-2-70b-chat-hf,While Harry chewed the book fell to the floor.,Did the book fall to the floor?,1.0,0.0,GP_improb,simple_question
2451,meta-llama/Llama-2-70b-chat-hf,While Harry chewed the book fell to the floor.,Did Harry chew the book?,0.0,1.0,GP_improb,GP_question
